student_skill_id,student_id,skill_id,initial_assessment_date,initial_proficiency_level,current_proficiency_level,target_proficiency_level,last_assessment_date,assessment_score,hours_practiced,projects_completed,assessed_by_staff_id,learning_style,strengths,areas_for_improvement,recommended_next_steps,progress_notes,status,created_at,updated_at
SSK-029042,STU-000996,SKL-016,2025-07-27,1,3,5,2025-07-27,73.00,98,2,STF-0012,Auditory,Communication,Detail orientation,Portfolio development,Needs additional support,Proficient,2025-07-07T00:00:00.000Z,2025-08-06T00:00:00.000Z
SSK-029063,STU-001262,SKL-029,2025-08-17,2,4,5,2025-08-17,94.00,119,1,STF-0041,Kinesthetic,Communication,Detail orientation,Portfolio development,,Proficient,2025-07-28T00:00:00.000Z,2025-08-27T00:00:00.000Z
SSK-029086,STU-000768,SKL-031,2025-09-09,1,2,4,2025-09-09,66.00,142,2,STF-0042,Reading/Writing,Creative vision,Technical skills,Mentorship pairing,Exceeding expectations,Needs Support,2025-08-20T00:00:00.000Z,2025-09-19T00:00:00.000Z
SSK-029115,STU-001100,SKL-032,2025-10-08,2,1,3,2025-10-08,95.00,171,9,STF-0037,Visual,Attention to detail,Confidence,Project leadership role,On track to meet goals,In Development,2025-09-18T00:00:00.000Z,2025-10-18T00:00:00.000Z
SSK-029167,STU-001076,SKL-038,2025-11-29,2,3,4,2025-11-29,96.00,22,6,STF-0036,Kinesthetic,Problem solving,Communication,Certification prep,Excellent progress,Proficient,2025-11-09T00:00:00.000Z,2025-12-09T00:00:00.000Z
SSK-029179,STU-000949,SKL-031,2025-12-11,2,5,4,2025-12-11,57.00,34,7,STF-0028,Reading/Writing,Fast learner,Focus,Peer tutoring,Excellent progress,Advanced,2025-11-21T00:00:00.000Z,2025-12-21T00:00:00.000Z
SSK-029186,STU-001124,SKL-017,2025-12-18,1,2,5,2025-12-18,64.00,41,3,STF-0036,Reading/Writing,Fast learner,Focus,Peer tutoring,Needs additional support,Needs Support,2025-11-28T00:00:00.000Z,2025-12-28T00:00:00.000Z
SSK-029214,STU-001936,SKL-022,2025-01-15,1,5,3,2025-01-15,92.00,69,9,STF-0014,Visual,Fast learner,Focus,Peer tutoring,Showing steady improvement,In Development,2025-12-26T00:00:00.000Z,2026-01-25T00:00:00.000Z
SSK-029272,STU-001418,SKL-007,2025-03-14,1,3,4,2025-03-14,99.00,127,1,STF-0029,Kinesthetic,Problem solving,Communication,Certification prep,Exceeding expectations,Advanced,2022-02-22T00:00:00.000Z,2022-03-24T00:00:00.000Z
SSK-029394,STU-001969,SKL-039,2025-07-14,1,5,3,2025-07-14,68.00,48,2,STF-0039,Mixed,Creative vision,Technical skills,Mentorship pairing,Showing steady improvement,Needs Support,2022-06-24T00:00:00.000Z,2022-07-24T00:00:00.000Z
SSK-029399,STU-001869,SKL-027,2025-07-19,2,5,5,2025-07-19,73.00,53,7,STF-0009,Mixed,Communication,Detail orientation,Portfolio development,,Not Started,2022-06-29T00:00:00.000Z,2022-07-29T00:00:00.000Z
SSK-029509,STU-001969,SKL-003,2025-11-06,2,5,4,2025-11-06,81.00,163,7,STF-0010,Visual,Team collaboration,Collaboration,Additional practice,Excellent progress,In Development,2022-10-17T00:00:00.000Z,2022-11-16T00:00:00.000Z
SSK-029595,STU-001078,SKL-013,2025-01-31,2,1,3,2025-01-31,65.00,48,5,STF-0049,Mixed,Communication,Detail orientation,Portfolio development,On track to meet goals,Not Started,2023-01-11T00:00:00.000Z,2023-02-10T00:00:00.000Z
SSK-029613,STU-000968,SKL-025,2025-02-18,2,4,3,2025-02-18,83.00,66,1,STF-0035,Visual,Fast learner,Focus,Peer tutoring,On track to meet goals,In Development,2023-01-29T00:00:00.000Z,2023-02-28T00:00:00.000Z
SSK-029649,STU-001124,SKL-028,2025-03-26,2,5,3,2025-03-26,68.00,102,4,STF-0019,Auditory,Team collaboration,Collaboration,Additional practice,On track to meet goals,Proficient,2023-03-06T00:00:00.000Z,2023-04-05T00:00:00.000Z
SSK-029754,STU-000356,SKL-004,2025-07-09,1,5,3,2025-07-09,71.00,6,10,STF-0015,Kinesthetic,Team collaboration,Collaboration,Additional practice,Showing steady improvement,Proficient,2023-06-19T00:00:00.000Z,2023-07-19T00:00:00.000Z
SSK-029824,STU-000947,SKL-027,2025-09-17,1,5,4,2025-09-17,90.00,76,3,STF-0043,Visual,Team collaboration,Collaboration,Additional practice,Exceeding expectations,In Development,2023-08-28T00:00:00.000Z,2023-09-27T00:00:00.000Z
SSK-029912,STU-001245,SKL-008,2025-12-14,1,3,5,2025-12-14,76.00,164,3,STF-0039,Visual,Creative vision,Technical skills,Mentorship pairing,Needs additional support,In Development,2023-11-24T00:00:00.000Z,2023-12-24T00:00:00.000Z
SSK-300008,STU-000877,SKL-014,2025-12-10,1,4,5,2025-12-10,76.00,116,5,STF-0001,Visual,Attention to detail,Confidence,Project leadership role,Needs additional support,In Development,2023-05-19T00:00:00.000Z,2023-06-18T00:00:00.000Z
SSK-300013,STU-001426,SKL-040,2025-12-15,2,4,4,2025-12-15,81.00,121,10,STF-0024,Visual,Technical aptitude,Time management,Advanced training,Excellent progress,In Development,2023-05-24T00:00:00.000Z,2023-06-23T00:00:00.000Z
SSK-300045,STU-001133,SKL-011,2025-01-16,2,1,3,2025-01-16,62.00,153,9,STF-0043,Auditory,Team collaboration,Collaboration,Additional practice,On track to meet goals,Proficient,2023-06-25T00:00:00.000Z,2023-07-25T00:00:00.000Z
SSK-300051,STU-000008,SKL-037,2025-01-22,2,2,3,2025-01-22,68.00,159,4,STF-0005,Kinesthetic,Fast learner,Focus,Peer tutoring,On track to meet goals,Proficient,2023-07-01T00:00:00.000Z,2023-07-31T00:00:00.000Z
SSK-300107,STU-001418,SKL-016,2025-03-19,2,3,5,2025-03-19,73.00,14,5,STF-0032,Visual,Fast learner,Focus,Peer tutoring,,In Development,2023-08-26T00:00:00.000Z,2023-09-25T00:00:00.000Z
SSK-300141,STU-000454,SKL-022,2025-04-22,2,2,3,2025-04-22,56.00,48,6,STF-0031,Auditory,Attention to detail,Confidence,Project leadership role,On track to meet goals,Proficient,2023-09-29T00:00:00.000Z,2023-10-29T00:00:00.000Z
SSK-300147,STU-001792,SKL-036,2025-04-28,2,3,3,2025-04-28,62.00,54,1,STF-0012,Auditory,Creative vision,Technical skills,Mentorship pairing,On track to meet goals,Proficient,2023-10-05T00:00:00.000Z,2023-11-04T00:00:00.000Z
SSK-300178,STU-000454,SKL-012,2025-05-29,1,4,4,2025-05-29,93.00,85,10,STF-0001,Reading/Writing,Team collaboration,Collaboration,Additional practice,Exceeding expectations,Advanced,2023-11-05T00:00:00.000Z,2023-12-05T00:00:00.000Z
SSK-300191,STU-001851,SKL-024,2025-06-11,2,2,5,2025-06-11,55.00,98,1,STF-0010,Mixed,Fast learner,Focus,Peer tutoring,,Needs Support,2023-11-18T00:00:00.000Z,2023-12-18T00:00:00.000Z
SSK-300273,STU-001212,SKL-037,2025-09-01,2,4,3,2025-09-01,86.00,180,6,STF-0018,Kinesthetic,Creative vision,Technical skills,Mentorship pairing,On track to meet goals,Advanced,2024-02-08T00:00:00.000Z,2024-03-09T00:00:00.000Z
SSK-300292,STU-001790,SKL-040,2025-09-20,1,3,4,2025-09-20,54.00,199,3,STF-0033,Mixed,Communication,Detail orientation,Portfolio development,Exceeding expectations,Needs Support,2024-02-27T00:00:00.000Z,2024-03-28T00:00:00.000Z
SSK-300298,STU-000252,SKL-019,2025-09-26,1,4,4,2025-09-26,60.00,4,9,STF-0017,Mixed,Problem solving,Communication,Certification prep,Exceeding expectations,Not Started,2024-03-04T00:00:00.000Z,2024-04-03T00:00:00.000Z
SSK-300314,STU-001969,SKL-032,2025-10-12,1,5,5,2025-10-12,76.00,20,3,STF-0047,Visual,Technical aptitude,Time management,Advanced training,Needs additional support,In Development,2024-03-20T00:00:00.000Z,2024-04-19T00:00:00.000Z
SSK-300401,STU-001851,SKL-029,2025-01-07,2,2,5,2025-01-07,61.00,107,2,STF-0041,Visual,Fast learner,Focus,Peer tutoring,,In Development,2024-06-15T00:00:00.000Z,2024-07-15T00:00:00.000Z
SSK-300444,STU-000947,SKL-019,2025-02-19,1,5,3,2025-02-19,53.00,150,1,STF-0050,Auditory,Team collaboration,Collaboration,Additional practice,Showing steady improvement,Proficient,2024-07-28T00:00:00.000Z,2024-08-27T00:00:00.000Z
SSK-300455,STU-001631,SKL-019,2025-03-02,2,1,5,2025-03-02,64.00,161,1,STF-0042,Kinesthetic,Creative vision,Technical skills,Mentorship pairing,,Proficient,2024-08-08T00:00:00.000Z,2024-09-07T00:00:00.000Z
SSK-300457,STU-001426,SKL-022,2025-03-04,2,3,4,2025-03-04,66.00,163,3,STF-0021,Kinesthetic,Fast learner,Focus,Peer tutoring,Excellent progress,Proficient,2024-08-10T00:00:00.000Z,2024-09-09T00:00:00.000Z
SSK-300655,STU-000610,SKL-003,2025-09-18,2,1,4,2025-09-18,60.00,160,3,STF-0039,Kinesthetic,Problem solving,Communication,Certification prep,Excellent progress,Proficient,2025-02-24T00:00:00.000Z,2025-03-26T00:00:00.000Z
SSK-300705,STU-001869,SKL-022,2025-11-07,2,1,3,2025-11-07,59.00,9,9,STF-0010,Visual,Communication,Detail orientation,Portfolio development,On track to meet goals,In Development,2025-04-15T00:00:00.000Z,2025-05-15T00:00:00.000Z
SSK-300723,STU-001245,SKL-019,2025-11-25,2,4,3,2025-11-25,77.00,27,5,STF-0042,Visual,Fast learner,Focus,Peer tutoring,On track to meet goals,In Development,2025-05-03T00:00:00.000Z,2025-06-02T00:00:00.000Z
SSK-300747,STU-001245,SKL-038,2025-12-19,2,3,3,2025-12-19,50.00,51,7,STF-0008,Auditory,Communication,Detail orientation,Portfolio development,On track to meet goals,Proficient,2025-05-27T00:00:00.000Z,2025-06-26T00:00:00.000Z
SSK-300778,STU-000454,SKL-037,2025-01-19,1,4,4,2025-01-19,81.00,82,5,STF-0006,Reading/Writing,Attention to detail,Confidence,Project leadership role,Exceeding expectations,Advanced,2025-06-27T00:00:00.000Z,2025-07-27T00:00:00.000Z
SSK-300883,STU-000322,SKL-028,2025-05-04,2,4,4,2025-05-04,84.00,187,0,STF-0016,Reading/Writing,Attention to detail,Confidence,Project leadership role,Excellent progress,Advanced,2025-10-10T00:00:00.000Z,2025-11-09T00:00:00.000Z
SSK-300957,STU-001100,SKL-022,2025-07-17,2,3,3,2025-07-17,56.00,60,8,STF-0014,Kinesthetic,Communication,Detail orientation,Portfolio development,On track to meet goals,Proficient,2025-12-23T00:00:00.000Z,2026-01-22T00:00:00.000Z
SSK-301011,STU-001076,SKL-007,2025-09-09,2,2,3,2025-09-09,59.00,114,7,STF-0047,Visual,Team collaboration,Collaboration,Additional practice,On track to meet goals,In Development,2022-02-15T00:00:00.000Z,2022-03-17T00:00:00.000Z
SSK-301051,STU-000454,SKL-028,2025-10-19,2,2,4,2025-10-19,99.00,154,3,STF-0048,Kinesthetic,Attention to detail,Confidence,Project leadership role,Excellent progress,Proficient,2022-03-27T00:00:00.000Z,2022-04-26T00:00:00.000Z
SSK-301072,STU-001245,SKL-014,2025-11-09,1,3,4,2025-11-09,69.00,175,2,STF-0039,Kinesthetic,Attention to detail,Confidence,Project leadership role,Exceeding expectations,Advanced,2022-04-17T00:00:00.000Z,2022-05-17T00:00:00.000Z
SSK-301123,STU-001352,SKL-007,2025-12-30,2,4,4,2025-12-30,69.00,25,9,STF-0027,Visual,Team collaboration,Collaboration,Additional practice,Excellent progress,In Development,2022-06-07T00:00:00.000Z,2022-07-07T00:00:00.000Z
SSK-301133,STU-000947,SKL-014,2025-01-09,2,4,5,2025-01-09,79.00,35,8,STF-0002,Auditory,Technical aptitude,Time management,Advanced training,,In Development,2022-06-17T00:00:00.000Z,2022-07-17T00:00:00.000Z
SSK-301148,STU-000379,SKL-002,2025-01-24,1,4,5,2025-01-24,94.00,50,1,STF-0020,Auditory,Creative vision,Technical skills,Mentorship pairing,Needs additional support,Proficient,2022-07-02T00:00:00.000Z,2022-08-01T00:00:00.000Z
SSK-301163,STU-000996,SKL-033,2025-02-08,2,4,5,2025-02-08,58.00,65,5,STF-0015,Kinesthetic,Attention to detail,Confidence,Project leadership role,,Proficient,2022-07-17T00:00:00.000Z,2022-08-16T00:00:00.000Z
SSK-301176,STU-000011,SKL-018,2025-02-21,1,2,3,2025-02-21,71.00,78,7,STF-0038,Reading/Writing,Creative vision,Technical skills,Mentorship pairing,Showing steady improvement,Advanced,2022-07-30T00:00:00.000Z,2022-08-29T00:00:00.000Z
SSK-301254,STU-000947,SKL-005,2025-05-10,1,5,3,2025-05-10,98.00,156,8,STF-0003,Kinesthetic,Attention to detail,Confidence,Project leadership role,Showing steady improvement,Proficient,2022-10-16T00:00:00.000Z,2022-11-15T00:00:00.000Z
SSK-301285,STU-001869,SKL-007,2025-06-10,2,1,4,2025-06-10,78.00,187,6,STF-0036,Reading/Writing,Problem solving,Communication,Certification prep,Excellent progress,Needs Support,2022-11-16T00:00:00.000Z,2022-12-16T00:00:00.000Z
SSK-301313,STU-000227,SKL-025,2025-07-08,2,4,5,2025-07-08,55.00,14,1,STF-0018,Visual,Problem solving,Communication,Certification prep,,In Development,2022-12-14T00:00:00.000Z,2023-01-13T00:00:00.000Z
SSK-301350,STU-000173,SKL-023,2025-08-14,1,1,3,2025-08-14,92.00,51,5,STF-0008,Kinesthetic,Technical aptitude,Time management,Advanced training,Showing steady improvement,Proficient,2023-01-20T00:00:00.000Z,2023-02-19T00:00:00.000Z
SSK-301468,STU-001631,SKL-022,2025-12-10,1,4,4,2025-12-10,57.00,169,2,STF-0008,Kinesthetic,Communication,Detail orientation,Portfolio development,Exceeding expectations,Proficient,2023-05-18T00:00:00.000Z,2023-06-17T00:00:00.000Z
SSK-301479,STU-000996,SKL-024,2025-12-21,2,5,3,2025-12-21,68.00,180,2,STF-0004,Reading/Writing,Fast learner,Focus,Peer tutoring,On track to meet goals,Advanced,2023-05-29T00:00:00.000Z,2023-06-28T00:00:00.000Z
SSK-301546,STU-001078,SKL-026,2025-02-26,1,2,4,2025-02-26,84.00,46,3,STF-0046,Auditory,Technical aptitude,Time management,Advanced training,Exceeding expectations,Proficient,2023-08-04T00:00:00.000Z,2023-09-03T00:00:00.000Z
SSK-301612,STU-001949,SKL-040,2025-05-03,1,3,4,2025-05-03,99.00,112,3,STF-0050,Visual,Fast learner,Focus,Peer tutoring,Exceeding expectations,In Development,2023-10-09T00:00:00.000Z,2023-11-08T00:00:00.000Z
SSK-301618,STU-001426,SKL-036,2025-05-09,1,4,4,2025-05-09,54.00,118,9,STF-0002,Visual,Attention to detail,Confidence,Project leadership role,Exceeding expectations,In Development,2023-10-15T00:00:00.000Z,2023-11-14T00:00:00.000Z
SSK-301635,STU-000949,SKL-031,2025-05-26,2,1,3,2025-05-26,71.00,135,4,STF-0017,Auditory,Problem solving,Communication,Certification prep,On track to meet goals,In Development,2023-11-01T00:00:00.000Z,2023-12-01T00:00:00.000Z
SSK-301821,STU-001129,SKL-008,2025-11-28,2,2,3,2025-11-28,53.00,120,3,STF-0003,Visual,Attention to detail,Confidence,Project leadership role,On track to meet goals,In Development,2024-05-05T00:00:00.000Z,2024-06-04T00:00:00.000Z
SSK-301894,STU-000281,SKL-021,2025-02-09,1,5,4,2025-02-09,75.00,193,10,STF-0035,Mixed,Problem solving,Communication,Certification prep,Exceeding expectations,Needs Support,2024-07-17T00:00:00.000Z,2024-08-16T00:00:00.000Z
SSK-301919,STU-001262,SKL-011,2025-03-06,2,5,5,2025-03-06,100.00,17,2,STF-0006,Visual,Attention to detail,Confidence,Project leadership role,,In Development,2024-08-11T00:00:00.000Z,2024-09-10T00:00:00.000Z
SSK-301975,STU-001900,SKL-028,2025-05-01,2,1,4,2025-05-01,54.00,73,3,STF-0046,Reading/Writing,Attention to detail,Confidence,Project leadership role,Excellent progress,Advanced,2024-10-06T00:00:00.000Z,2024-11-05T00:00:00.000Z
SSK-301982,STU-001426,SKL-038,2025-05-08,1,3,5,2025-05-08,61.00,80,10,STF-0047,Reading/Writing,Attention to detail,Confidence,Project leadership role,Needs additional support,Advanced,2024-10-13T00:00:00.000Z,2024-11-12T00:00:00.000Z
SSK-301987,STU-001613,SKL-011,2025-05-13,2,3,4,2025-05-13,66.00,85,4,STF-0006,Reading/Writing,Technical aptitude,Time management,Advanced training,Excellent progress,Needs Support,2024-10-18T00:00:00.000Z,2024-11-17T00:00:00.000Z
SSK-302068,STU-000008,SKL-008,2025-08-02,1,4,4,2025-08-02,96.00,166,8,STF-0037,Kinesthetic,Team collaboration,Collaboration,Additional practice,Exceeding expectations,Proficient,2025-01-07T00:00:00.000Z,2025-02-06T00:00:00.000Z
SSK-302169,STU-000176,SKL-014,2025-11-11,2,5,3,2025-11-11,95.00,66,10,STF-0040,Kinesthetic,Technical aptitude,Time management,Advanced training,On track to meet goals,Proficient,2025-04-18T00:00:00.000Z,2025-05-18T00:00:00.000Z
SSK-302196,STU-000748,SKL-002,2025-12-08,1,2,3,2025-12-08,71.00,93,4,STF-0006,Mixed,Communication,Detail orientation,Portfolio development,Showing steady improvement,Not Started,2025-05-15T00:00:00.000Z,2025-06-14T00:00:00.000Z
SSK-302211,STU-000778,SKL-030,2025-12-23,2,2,3,2025-12-23,86.00,108,8,STF-0044,Visual,Technical aptitude,Time management,Advanced training,On track to meet goals,In Development,2025-05-30T00:00:00.000Z,2025-06-29T00:00:00.000Z
SSK-302224,STU-000011,SKL-039,2025-01-05,1,5,4,2025-01-05,99.00,121,10,STF-0007,Visual,Communication,Detail orientation,Portfolio development,Exceeding expectations,In Development,2025-06-12T00:00:00.000Z,2025-07-12T00:00:00.000Z
SSK-302277,STU-001969,SKL-001,2025-02-27,2,3,3,2025-02-27,50.00,174,8,STF-0025,Reading/Writing,Fast learner,Focus,Peer tutoring,On track to meet goals,Advanced,2025-08-04T00:00:00.000Z,2025-09-03T00:00:00.000Z
SSK-302302,STU-000008,SKL-015,2025-03-24,1,3,4,2025-03-24,75.00,199,0,STF-0038,Visual,Technical aptitude,Time management,Advanced training,Exceeding expectations,In Development,2025-08-29T00:00:00.000Z,2025-09-28T00:00:00.000Z
SSK-302316,STU-000947,SKL-012,2025-04-07,1,2,3,2025-04-07,89.00,12,3,STF-0012,Visual,Technical aptitude,Time management,Advanced training,Showing steady improvement,In Development,2025-09-12T00:00:00.000Z,2025-10-12T00:00:00.000Z
SSK-302495,STU-000322,SKL-015,2025-10-03,2,1,5,2025-10-03,64.00,191,6,STF-0025,Mixed,Team collaboration,Collaboration,Additional practice,,Not Started,2022-03-10T00:00:00.000Z,2022-04-09T00:00:00.000Z
SSK-302510,STU-001133,SKL-012,2025-10-18,1,1,5,2025-10-18,79.00,5,10,STF-0008,Visual,Problem solving,Communication,Certification prep,Needs additional support,In Development,2022-03-25T00:00:00.000Z,2022-04-24T00:00:00.000Z
SSK-302579,STU-000968,SKL-006,2025-12-26,2,5,5,2025-12-26,97.00,74,2,STF-0028,Reading/Writing,Team collaboration,Collaboration,Additional practice,,Advanced,2022-06-02T00:00:00.000Z,2022-07-02T00:00:00.000Z
SSK-302635,STU-001100,SKL-036,2025-02-20,2,1,4,2025-02-20,51.00,130,3,STF-0025,Auditory,Team collaboration,Collaboration,Additional practice,Excellent progress,In Development,2022-07-28T00:00:00.000Z,2022-08-27T00:00:00.000Z
SSK-302637,STU-000173,SKL-004,2025-02-22,2,3,3,2025-02-22,53.00,132,5,STF-0028,Auditory,Communication,Detail orientation,Portfolio development,On track to meet goals,In Development,2022-07-30T00:00:00.000Z,2022-08-29T00:00:00.000Z
SSK-302642,STU-000877,SKL-021,2025-02-27,1,3,5,2025-02-27,58.00,137,10,STF-0021,Auditory,Team collaboration,Collaboration,Additional practice,Needs additional support,Proficient,2022-08-04T00:00:00.000Z,2022-09-03T00:00:00.000Z
SSK-302649,STU-000949,SKL-039,2025-03-06,2,5,3,2025-03-06,65.00,144,6,STF-0022,Auditory,Team collaboration,Collaboration,Additional practice,On track to meet goals,Proficient,2022-08-11T00:00:00.000Z,2022-09-10T00:00:00.000Z
SSK-302687,STU-001245,SKL-038,2025-04-13,2,3,5,2025-04-13,52.00,182,0,STF-0046,Reading/Writing,Technical aptitude,Time management,Advanced training,,Needs Support,2022-09-18T00:00:00.000Z,2022-10-18T00:00:00.000Z
SSK-302708,STU-001133,SKL-035,2025-05-04,1,4,5,2025-05-04,73.00,2,10,STF-0006,Visual,Technical aptitude,Time management,Advanced training,Needs additional support,In Development,2022-10-09T00:00:00.000Z,2022-11-08T00:00:00.000Z
SSK-302775,STU-000379,SKL-010,2025-07-10,2,1,3,2025-07-10,89.00,69,0,STF-0044,Reading/Writing,Team collaboration,Collaboration,Additional practice,On track to meet goals,Advanced,2022-12-15T00:00:00.000Z,2023-01-14T00:00:00.000Z
SSK-302777,STU-000176,SKL-015,2025-07-12,2,3,5,2025-07-12,91.00,71,2,STF-0027,Reading/Writing,Communication,Detail orientation,Portfolio development,,Advanced,2022-12-17T00:00:00.000Z,2023-01-16T00:00:00.000Z
SSK-302865,STU-001619,SKL-011,2025-10-08,2,1,3,2025-10-08,77.00,159,2,STF-0030,Kinesthetic,Fast learner,Focus,Peer tutoring,On track to meet goals,Proficient,2023-03-15T00:00:00.000Z,2023-04-14T00:00:00.000Z
SSK-302878,STU-000008,SKL-011,2025-10-21,1,4,4,2025-10-21,90.00,172,4,STF-0043,Reading/Writing,Attention to detail,Confidence,Project leadership role,Exceeding expectations,Advanced,2023-03-28T00:00:00.000Z,2023-04-27T00:00:00.000Z
SSK-302962,STU-001619,SKL-035,2025-01-13,1,3,4,2025-01-13,72.00,55,0,STF-0010,Kinesthetic,Attention to detail,Confidence,Project leadership role,Exceeding expectations,Proficient,2023-06-20T00:00:00.000Z,2023-07-20T00:00:00.000Z
SSK-302967,STU-001212,SKL-020,2025-01-18,2,3,3,2025-01-18,77.00,60,5,STF-0002,Kinesthetic,Technical aptitude,Time management,Advanced training,On track to meet goals,Proficient,2023-06-25T00:00:00.000Z,2023-07-25T00:00:00.000Z
SSK-302996,STU-001790,SKL-013,2025-02-16,1,2,5,2025-02-16,55.00,89,1,STF-0022,Mixed,Creative vision,Technical skills,Mentorship pairing,Needs additional support,Not Started,2023-07-24T00:00:00.000Z,2023-08-23T00:00:00.000Z
SSK-303078,STU-000356,SKL-022,2025-05-09,1,4,3,2025-05-09,86.00,171,6,STF-0028,Reading/Writing,Communication,Detail orientation,Portfolio development,Showing steady improvement,Advanced,2023-10-14T00:00:00.000Z,2023-11-13T00:00:00.000Z
SSK-303149,STU-001936,SKL-034,2025-07-19,2,5,5,2025-07-19,55.00,41,0,STF-0042,Auditory,Technical aptitude,Time management,Advanced training,,Proficient,2023-12-24T00:00:00.000Z,2024-01-23T00:00:00.000Z
