goal_id,student_id,goal_type,goal_title,description,start_date,target_completion_date,actual_completion_date,priority,progress_percentage,milestones_total,milestones_completed,mentor_assigned_id,staff_assigned_id,program_id,barriers_identified,support_needed,last_review_date,next_review_date,notes,status,created_at,updated_at
GOL-078742,STU-001138,Skills Development,College application completion,College application completion - Personal development goal for Better Youth student,2025-09-25,2026-03-03,null,Medium,63,8,1,null,STF-0036,PRG-008,Time constraints,Counseling,2025-09-25,2025-10-25,Excellent progress,Active,2025-07-15T00:00:00.000Z,2025-07-29T00:00:00.000Z
GOL-078745,STU-000582,Skills Development,Network with 5 professionals,Network with 5 professionals - Personal development goal for Better Youth student,2025-09-28,2026-02-02,null,Medium,66,4,4,MNT-0138,STF-0045,PRG-015,Time constraints,Tutoring,2025-09-28,2025-10-28,Ahead of schedule,Completed,2025-07-18T00:00:00.000Z,2025-08-01T00:00:00.000Z
GOL-078858,STU-001148,Personal Growth,Secure internship,Secure internship - Personal development goal for Better Youth student,2025-01-19,2025-03-15,2025-08-06,Medium,78,5,0,MNT-0104,STF-0023,PRG-001,Resource access,Mentoring,2025-01-19,2025-02-18,Needs attention,Completed,2025-11-08T00:00:00.000Z,2025-11-22T00:00:00.000Z
GOL-078869,STU-000844,Financial,Complete community service hours,Complete community service hours - Personal development goal for Better Youth student,2025-01-30,2025-03-29,null,Medium,89,2,2,null,STF-0025,PRG-006,Transportation,Financial assistance,2025-01-30,2025-03-01,,Completed,2025-11-19T00:00:00.000Z,2025-12-03T00:00:00.000Z
GOL-078889,STU-001779,Creative,Learn new software,Learn new software - Personal development goal for Better Youth student,2025-02-19,2025-04-20,null,Low,8,8,4,null,STF-0042,PRG-009,Academic demands,Tutoring,2025-02-19,2025-03-21,Excellent progress,On Hold,2025-12-09T00:00:00.000Z,2025-12-23T00:00:00.000Z
GOL-078969,STU-000920,Financial,Create independent project,Create independent project - Personal development goal for Better Youth student,2025-05-10,2025-06-15,2025-09-30,Medium,88,4,3,MNT-0032,STF-0049,PRG-009,Transportation,Tutoring,2025-05-10,2025-06-09,Ahead of schedule,Completed,2023-02-27T00:00:00.000Z,2023-03-13T00:00:00.000Z
GOL-078974,STU-000603,Health/Wellness,Complete community service hours,Complete community service hours - Personal development goal for Better Youth student,2025-05-15,2025-12-06,null,Medium,93,2,8,MNT-0123,STF-0030,null,Personal challenges,Counseling,2025-05-15,2025-06-14,,Completed,2023-03-04T00:00:00.000Z,2023-03-18T00:00:00.000Z
GOL-079014,STU-001150,Academic,Create independent project,Create independent project - Personal development goal for Better Youth student,2025-06-24,2025-10-11,2025-10-12,High,32,7,3,null,STF-0030,null,None,Counseling,2025-06-24,2025-07-24,Additional support provided,Active,2023-04-13T00:00:00.000Z,2023-04-27T00:00:00.000Z
GOL-079108,STU-001148,Academic,Master video editing,Master video editing - Personal development goal for Better Youth student,2025-09-26,2025-12-14,null,High,25,3,7,MNT-0128,STF-0034,PRG-013,None,Transportation,2025-09-26,2025-10-26,On track,Active,2023-07-16T00:00:00.000Z,2023-07-30T00:00:00.000Z
GOL-079111,STU-001032,Academic,Improve GPA,Improve GPA - Personal development goal for Better Youth student,2025-09-29,2026-04-21,null,High,28,6,1,MNT-0141,STF-0003,PRG-015,None,Flexible scheduling,2025-09-29,2025-10-29,Revised timeline,Active,2023-07-19T00:00:00.000Z,2023-08-02T00:00:00.000Z
GOL-079123,STU-001922,Career,Master video editing,Master video editing - Personal development goal for Better Youth student,2025-10-11,2026-05-04,2025-11-04,High,40,4,4,MNT-0147,STF-0028,null,None,Equipment access,2025-10-11,2025-11-10,Ahead of schedule,Active,2023-07-31T00:00:00.000Z,2023-08-14T00:00:00.000Z
GOL-079155,STU-001779,Personal Growth,Complete program certification,Complete program certification - Personal development goal for Better Youth student,2025-11-12,2026-02-23,2025-12-30,Medium,72,8,0,MNT-0187,STF-0048,PRG-014,Resource access,Equipment access,2025-11-12,2025-12-12,Excellent progress,Completed,2023-09-01T00:00:00.000Z,2023-09-15T00:00:00.000Z
GOL-079162,STU-001225,Personal Growth,College application completion,College application completion - Personal development goal for Better Youth student,2025-11-19,2026-02-18,2026-06-17,Medium,79,8,7,MNT-0175,STF-0026,PRG-013,Transportation,Mentoring,2025-11-19,2025-12-19,Excellent progress,Completed,2023-09-08T00:00:00.000Z,2023-09-22T00:00:00.000Z
GOL-079163,STU-000469,Personal Growth,Leadership role,Leadership role - Personal development goal for Better Youth student,2025-11-20,2026-02-13,2025-12-26,Medium,80,2,8,null,STF-0003,null,Transportation,Equipment access,2025-11-20,2025-12-20,,Completed,2023-09-09T00:00:00.000Z,2023-09-23T00:00:00.000Z
GOL-079191,STU-000844,Leadership,Financial savings goal,Financial savings goal - Personal development goal for Better Youth student,2025-12-18,2026-06-13,2026-06-17,Low,7,2,0,null,STF-0003,PRG-001,Work schedule,Flexible scheduling,2025-12-18,2026-01-17,,Cancelled,2023-10-07T00:00:00.000Z,2023-10-21T00:00:00.000Z
GOL-079208,STU-000838,Academic,Leadership role,Leadership role - Personal development goal for Better Youth student,2025-01-04,2025-08-01,2025-08-11,High,24,5,8,MNT-0117,STF-0020,PRG-007,None,None additional,2025-01-04,2025-02-03,Needs attention,Active,2023-10-24T00:00:00.000Z,2023-11-07T00:00:00.000Z
GOL-079217,STU-001148,Career,Build portfolio,Build portfolio - Personal development goal for Better Youth student,2025-01-13,2025-05-20,2025-07-20,High,33,7,8,null,STF-0038,PRG-006,None,Tutoring,2025-01-13,2025-02-12,Additional support provided,Active,2023-11-02T00:00:00.000Z,2023-11-16T00:00:00.000Z
GOL-079219,STU-000062,Career,Learn new software,Learn new software - Personal development goal for Better Youth student,2025-01-15,2025-05-17,2025-05-18,High,35,2,1,MNT-0009,STF-0029,PRG-003,None,Equipment access,2025-01-15,2025-02-14,,Active,2023-11-04T00:00:00.000Z,2023-11-18T00:00:00.000Z
GOL-079231,STU-001768,Career,Improve GPA,Improve GPA - Personal development goal for Better Youth student,2025-01-27,2025-03-26,2025-03-21,Medium,47,7,4,null,STF-0020,PRG-011,None,Flexible scheduling,2025-01-27,2025-02-26,Additional support provided,Active,2023-11-16T00:00:00.000Z,2023-11-30T00:00:00.000Z
GOL-079264,STU-001004,Personal Growth,Learn new software,Learn new software - Personal development goal for Better Youth student,2025-03-01,2025-06-12,2025-06-11,Medium,80,5,1,MNT-0008,STF-0020,PRG-008,Transportation,None additional,2025-03-01,2025-03-31,Needs attention,Completed,2023-12-19T00:00:00.000Z,2024-01-02T00:00:00.000Z
GOL-079267,STU-001004,Financial,College application completion,College application completion - Personal development goal for Better Youth student,2025-03-04,2025-06-28,2025-04-20,Medium,83,8,4,MNT-0133,STF-0037,PRG-001,Transportation,Equipment access,2025-03-04,2025-04-03,Excellent progress,Completed,2023-12-22T00:00:00.000Z,2024-01-05T00:00:00.000Z
GOL-079307,STU-001527,Academic,Build portfolio,Build portfolio - Personal development goal for Better Youth student,2025-04-13,2025-06-04,2025-10-08,High,22,6,8,null,STF-0010,PRG-001,None,Equipment access,2025-04-13,2025-05-13,Revised timeline,Active,2024-01-31T00:00:00.000Z,2024-02-14T00:00:00.000Z
GOL-079359,STU-001768,Personal Growth,Create independent project,Create independent project - Personal development goal for Better Youth student,2025-06-04,2025-07-06,null,Medium,74,2,6,null,STF-0013,PRG-001,Resource access,Flexible scheduling,2025-06-04,2025-07-04,,Completed,2024-03-23T00:00:00.000Z,2024-04-06T00:00:00.000Z
GOL-079367,STU-000618,Financial,Build portfolio,Build portfolio - Personal development goal for Better Youth student,2025-06-12,2025-10-30,2025-09-19,Medium,82,3,5,MNT-0027,STF-0034,PRG-003,Transportation,Flexible scheduling,2025-06-12,2025-07-12,On track,Completed,2024-03-31T00:00:00.000Z,2024-04-14T00:00:00.000Z
GOL-079425,STU-000640,Career,Complete program certification,Complete program certification - Personal development goal for Better Youth student,2025-08-09,2025-09-18,null,High,39,5,0,MNT-0045,STF-0035,PRG-005,None,Tutoring,2025-08-09,2025-09-08,Needs attention,Active,2024-05-28T00:00:00.000Z,2024-06-11T00:00:00.000Z
GOL-079427,STU-000838,Career,Build portfolio,Build portfolio - Personal development goal for Better Youth student,2025-08-11,2025-09-22,2025-12-28,High,41,7,2,null,STF-0050,PRG-006,None,Equipment access,2025-08-11,2025-09-10,Additional support provided,Active,2024-05-30T00:00:00.000Z,2024-06-13T00:00:00.000Z
GOL-079474,STU-001234,Health/Wellness,Learn new software,Learn new software - Personal development goal for Better Youth student,2025-09-27,2026-04-16,null,Medium,88,5,4,null,STF-0044,PRG-002,Personal challenges,Mentoring,2025-09-27,2025-10-27,Needs attention,Completed,2024-07-16T00:00:00.000Z,2024-07-30T00:00:00.000Z
GOL-079489,STU-000186,Creative,Learn new software,Learn new software - Personal development goal for Better Youth student,2025-10-12,2026-02-13,2025-12-12,Low,2,6,1,null,STF-0029,PRG-001,Academic demands,Tutoring,2025-10-12,2025-11-11,Revised timeline,On Hold,2024-07-31T00:00:00.000Z,2024-08-14T00:00:00.000Z
GOL-079491,STU-001846,Leadership,Financial savings goal,Financial savings goal - Personal development goal for Better Youth student,2025-10-14,2026-04-28,2026-05-01,Low,4,8,3,null,STF-0014,null,Work schedule,Equipment access,2025-10-14,2025-11-13,Excellent progress,Cancelled,2024-08-02T00:00:00.000Z,2024-08-16T00:00:00.000Z
GOL-079528,STU-001532,Career,Master video editing,Master video editing - Personal development goal for Better Youth student,2025-11-20,2026-01-05,null,High,41,3,4,MNT-0101,STF-0016,PRG-015,None,None additional,2025-11-20,2025-12-20,On track,Active,2024-09-08T00:00:00.000Z,2024-09-22T00:00:00.000Z
GOL-079535,STU-001846,Skills Development,Public speaking confidence,Public speaking confidence - Personal development goal for Better Youth student,2025-11-27,2026-03-03,2026-01-11,Medium,48,3,2,MNT-0086,STF-0046,PRG-009,Time constraints,Flexible scheduling,2025-11-27,2025-12-27,On track,Active,2024-09-15T00:00:00.000Z,2024-09-29T00:00:00.000Z
GOL-079538,STU-000618,Skills Development,Leadership role,Leadership role - Personal development goal for Better Youth student,2025-11-30,2026-05-24,null,Medium,51,6,5,null,STF-0045,PRG-002,Time constraints,Mentoring,2025-11-30,2025-12-30,Revised timeline,Active,2024-09-18T00:00:00.000Z,2024-10-02T00:00:00.000Z
GOL-079584,STU-000567,Creative,Create independent project,Create independent project - Personal development goal for Better Youth student,2025-01-15,2025-04-17,2025-05-31,Low,97,3,6,null,STF-0007,null,Academic demands,None additional,2025-01-15,2025-02-14,On track,On Hold,2024-11-03T00:00:00.000Z,2024-11-17T00:00:00.000Z
GOL-079592,STU-001917,Leadership,Build portfolio,Build portfolio - Personal development goal for Better Youth student,2025-01-23,2025-04-13,2025-08-07,Low,4,4,5,MNT-0184,STF-0038,PRG-009,Work schedule,None additional,2025-01-23,2025-02-22,Ahead of schedule,Cancelled,2024-11-11T00:00:00.000Z,2024-11-25T00:00:00.000Z
GOL-079595,STU-001527,Community,Public speaking confidence,Public speaking confidence - Personal development goal for Better Youth student,2025-01-26,2025-04-16,null,Low,7,7,8,null,STF-0010,PRG-009,Work schedule,Equipment access,2025-01-26,2025-02-25,Additional support provided,Deferred,2024-11-14T00:00:00.000Z,2024-11-28T00:00:00.000Z
GOL-079647,STU-001234,Skills Development,Improve attendance,Improve attendance - Personal development goal for Better Youth student,2025-03-19,2025-05-19,null,Medium,59,3,6,MNT-0063,STF-0044,PRG-015,Time constraints,Flexible scheduling,2025-03-19,2025-04-18,On track,Completed,2025-01-05T00:00:00.000Z,2025-01-19T00:00:00.000Z
GOL-079748,STU-000024,Skills Development,Leadership role,Leadership role - Personal development goal for Better Youth student,2025-06-28,2025-11-10,null,Medium,59,6,8,null,STF-0003,PRG-007,Time constraints,Transportation,2025-06-28,2025-07-28,Revised timeline,Completed,2025-04-16T00:00:00.000Z,2025-04-30T00:00:00.000Z
GOL-079783,STU-002000,Creative,Master video editing,Master video editing - Personal development goal for Better Youth student,2025-08-02,2026-01-22,null,Low,94,6,7,null,STF-0036,PRG-006,Academic demands,Flexible scheduling,2025-08-02,2025-09-01,Revised timeline,On Hold,2025-05-21T00:00:00.000Z,2025-06-04T00:00:00.000Z
GOL-079807,STU-001631,Academic,College application completion,College application completion - Personal development goal for Better Youth student,2025-08-26,2025-11-23,2026-03-22,High,17,2,4,MNT-0019,STF-0037,PRG-003,None,Flexible scheduling,2025-08-26,2025-09-25,,Active,2025-06-14T00:00:00.000Z,2025-06-28T00:00:00.000Z
GOL-079891,STU-000062,Leadership,Improve GPA,Improve GPA - Personal development goal for Better Youth student,2025-11-18,2026-01-05,2026-06-22,Low,0,2,7,MNT-0175,STF-0015,null,Work schedule,Equipment access,2025-11-18,2025-12-18,,Cancelled,2025-09-06T00:00:00.000Z,2025-09-20T00:00:00.000Z
GOL-079940,STU-001225,Skills Development,Public speaking confidence,Public speaking confidence - Personal development goal for Better Youth student,2025-01-06,2025-03-16,2025-02-16,Medium,49,2,2,MNT-0016,STF-0019,null,Time constraints,Transportation,2025-01-06,2025-02-05,,Active,2025-10-25T00:00:00.000Z,2025-11-08T00:00:00.000Z
GOL-079986,STU-000794,Creative,Financial savings goal,Financial savings goal - Personal development goal for Better Youth student,2025-02-21,2025-08-07,2025-05-15,Low,95,6,3,MNT-0007,STF-0021,PRG-012,Academic demands,Mentoring,2025-02-21,2025-03-23,Revised timeline,On Hold,2025-12-10T00:00:00.000Z,2025-12-24T00:00:00.000Z
GOL-040021,STU-000568,Career,Improve GPA,Improve GPA - Personal development goal for Better Youth student,2025-08-25,2025-09-27,2026-01-21,High,25,4,7,null,STF-0006,PRG-001,None,Financial assistance,2025-08-25,2025-09-24,Ahead of schedule,Active,2024-07-19T00:00:00.000Z,2024-08-02T00:00:00.000Z
GOL-040060,STU-001148,Personal Growth,Network with 5 professionals,Network with 5 professionals - Personal development goal for Better Youth student,2025-10-03,2025-12-02,null,Medium,64,8,1,MNT-0060,STF-0046,PRG-007,Resource access,Transportation,2025-10-03,2025-11-02,Excellent progress,Completed,2024-08-27T00:00:00.000Z,2024-09-10T00:00:00.000Z
GOL-040065,STU-000469,Financial,Complete program certification,Complete program certification - Personal development goal for Better Youth student,2025-10-08,2026-02-09,2025-11-02,Medium,69,6,6,MNT-0099,STF-0041,PRG-001,Transportation,Tutoring,2025-10-08,2025-11-07,Revised timeline,Completed,2024-09-01T00:00:00.000Z,2024-09-15T00:00:00.000Z
GOL-040088,STU-001032,Creative,Leadership role,Leadership role - Personal development goal for Better Youth student,2025-10-31,2026-05-18,null,Low,92,8,2,null,STF-0013,PRG-011,Academic demands,None additional,2025-10-31,2025-11-30,Excellent progress,On Hold,2024-09-24T00:00:00.000Z,2024-10-08T00:00:00.000Z
GOL-040102,STU-000618,Academic,College application completion,College application completion - Personal development goal for Better Youth student,2025-11-14,2026-02-24,null,High,5,8,7,MNT-0161,STF-0018,PRG-015,None,Counseling,2025-11-14,2025-12-14,Excellent progress,Active,2024-10-08T00:00:00.000Z,2024-10-22T00:00:00.000Z
GOL-040133,STU-001148,Career,Leadership role,Leadership role - Personal development goal for Better Youth student,2025-12-15,2026-02-18,2026-05-06,Medium,36,4,2,MNT-0169,STF-0003,PRG-002,None,Financial assistance,2025-12-15,2026-01-14,Ahead of schedule,Active,2024-11-08T00:00:00.000Z,2024-11-22T00:00:00.000Z
GOL-040167,STU-001429,Financial,Improve attendance,Improve attendance - Personal development goal for Better Youth student,2025-01-18,2025-07-25,2025-06-02,Medium,70,3,0,MNT-0172,STF-0008,null,Transportation,Flexible scheduling,2025-01-18,2025-02-17,On track,Completed,2024-12-12T00:00:00.000Z,2024-12-26T00:00:00.000Z
GOL-040198,STU-000746,Community,Master video editing,Master video editing - Personal development goal for Better Youth student,2025-02-18,2025-05-24,2025-03-14,Low,0,6,4,MNT-0023,STF-0044,null,Health issues,Counseling,2025-02-18,2025-03-20,Revised timeline,Deferred,2025-01-12T00:00:00.000Z,2025-01-26T00:00:00.000Z
GOL-040314,STU-000838,Academic,Create independent project,Create independent project - Personal development goal for Better Youth student,2025-06-14,2025-11-27,null,High,15,3,3,MNT-0052,STF-0050,PRG-009,None,Mentoring,2025-06-14,2025-07-14,On track,Active,2025-05-08T00:00:00.000Z,2025-05-22T00:00:00.000Z
GOL-040391,STU-001138,Leadership,Mentor a peer,Mentor a peer - Personal development goal for Better Youth student,2025-08-30,2025-10-07,null,Low,92,3,8,null,STF-0046,PRG-008,Work schedule,Flexible scheduling,2025-08-30,2025-09-29,On track,Cancelled,2025-07-24T00:00:00.000Z,2025-08-07T00:00:00.000Z
GOL-040441,STU-001234,Skills Development,Improve GPA,Improve GPA - Personal development goal for Better Youth student,2025-10-19,2026-01-25,2026-03-08,Medium,41,4,4,MNT-0143,STF-0023,PRG-006,Time constraints,Tutoring,2025-10-19,2025-11-18,Ahead of schedule,Active,2025-09-12T00:00:00.000Z,2025-09-26T00:00:00.000Z
