student_cert_id,student_id,certification_id,attempt_date,attempt_number,exam_score,passed,issue_date,expiration_date,certificate_number,verified_by_staff_id,digital_badge_issued,badge_url,linked_to_portfolio,employer_verified,renewal_reminder_sent,status,notes,created_at,updated_at
SCR-98797,STU-000221,CRT-013,2025-10-12,1,52.00,true,2025-10-14,2027-07-25,CERT-1087974,STF-0031,true,https://badges.betteryouth.org/verify/CERT-1087974,false,false,false,Expired,Excellent performance,2022-12-05T00:00:00.000Z,2022-12-12T00:00:00.000Z
SCR-98798,STU-000654,CRT-001,2025-10-24,2,64.00,false,2025-10-31,2027-08-01,CERT-1087986,STF-0035,false,https://badges.betteryouth.org/verify/CERT-1087986,false,false,false,Revoked,First attempt success,2022-12-17T00:00:00.000Z,2022-12-24T00:00:00.000Z
SCR-98800,STU-000988,CRT-015,2025-11-15,1,86.00,true,2025-11-23,null,CERT-1088008,STF-0018,true,https://badges.betteryouth.org/verify/CERT-1088008,true,true,true,Active,Recommended for advanced certification,2023-01-08T00:00:00.000Z,2023-01-15T00:00:00.000Z
SCR-98804,STU-001217,CRT-004,2025-12-20,1,70.00,true,2025-12-22,null,CERT-1088043,STF-0008,true,https://badges.betteryouth.org/verify/CERT-1088043,true,false,false,Active,Recommended for advanced certification,2023-02-12T00:00:00.000Z,2023-02-19T00:00:00.000Z
SCR-98805,STU-001776,CRT-011,2025-12-28,1,78.00,true,2026-01-11,2027-09-12,CERT-1088051,STF-0020,true,https://badges.betteryouth.org/verify/CERT-1088051,true,false,false,Active,First attempt success,2023-02-20T00:00:00.000Z,2023-02-27T00:00:00.000Z
SCR-98815,STU-000703,CRT-013,2025-04-08,1,77.00,true,2025-04-10,2027-07-12,CERT-1088152,STF-0004,true,https://badges.betteryouth.org/verify/CERT-1088152,true,false,false,Active,Improved from previous attempt,2023-06-01T00:00:00.000Z,2023-06-08T00:00:00.000Z
SCR-98818,STU-000405,CRT-017,2025-05-06,2,54.00,false,2025-05-16,2026-06-16,CERT-1088180,STF-0011,true,https://badges.betteryouth.org/verify/CERT-1088180,false,false,false,Expired,,2023-06-29T00:00:00.000Z,2023-07-06T00:00:00.000Z
SCR-98823,STU-000988,CRT-002,2025-06-27,1,55.00,true,2025-07-07,2028-04-18,CERT-1088232,STF-0010,true,https://badges.betteryouth.org/verify/CERT-1088232,true,false,false,Active,Improved from previous attempt,2023-08-20T00:00:00.000Z,2023-08-27T00:00:00.000Z
SCR-98837,STU-001372,CRT-019,2025-11-16,1,95.00,true,2025-11-22,2028-09-20,CERT-1088374,STF-0036,true,https://badges.betteryouth.org/verify/CERT-1088374,false,false,false,Expired,Excellent performance,2024-01-09T00:00:00.000Z,2024-01-16T00:00:00.000Z
SCR-98837,STU-001360,CRT-005,2025-11-18,2,97.00,true,2025-11-27,null,CERT-1088376,STF-0025,true,https://badges.betteryouth.org/verify/CERT-1088376,false,false,false,Expired,First attempt success,2024-01-11T00:00:00.000Z,2024-01-18T00:00:00.000Z
SCR-98840,STU-000703,CRT-020,2025-12-14,1,72.00,true,2025-12-18,null,CERT-1088402,STF-0002,true,https://badges.betteryouth.org/verify/CERT-1088402,true,true,true,Active,Improved from previous attempt,2024-02-06T00:00:00.000Z,2024-02-13T00:00:00.000Z
SCR-98840,STU-001176,CRT-020,2025-12-18,1,76.00,true,2025-12-27,2027-09-02,CERT-1088406,STF-0037,true,https://badges.betteryouth.org/verify/CERT-1088406,true,true,true,Active,First attempt success,2024-02-10T00:00:00.000Z,2024-02-17T00:00:00.000Z
SCR-98841,STU-001217,CRT-019,2025-12-30,1,88.00,true,2026-01-10,2028-05-22,CERT-1088418,STF-0008,true,https://badges.betteryouth.org/verify/CERT-1088418,true,true,true,Active,Recommended for advanced certification,2024-02-22T00:00:00.000Z,2024-02-29T00:00:00.000Z
SCR-98845,STU-000258,CRT-007,2025-02-03,1,72.00,true,2025-02-05,2027-06-13,CERT-1088453,STF-0035,true,https://badges.betteryouth.org/verify/CERT-1088453,true,false,false,Active,Recommended for advanced certification,2024-03-28T00:00:00.000Z,2024-04-04T00:00:00.000Z
SCR-98851,STU-000703,CRT-018,2025-04-09,1,86.00,true,2025-04-15,2026-09-13,CERT-1088518,STF-0041,true,https://badges.betteryouth.org/verify/CERT-1088518,true,true,true,Active,Recommended for advanced certification,2024-06-01T00:00:00.000Z,2024-06-08T00:00:00.000Z
SCR-98852,STU-001133,CRT-001,2025-04-14,1,91.00,true,2025-04-16,null,CERT-1088523,STF-0010,true,https://badges.betteryouth.org/verify/CERT-1088523,true,false,true,Active,Recommended for advanced certification,2024-06-06T00:00:00.000Z,2024-06-13T00:00:00.000Z
SCR-98854,STU-000515,CRT-006,2025-05-03,1,59.00,true,2025-05-14,null,CERT-1088542,STF-0041,true,https://badges.betteryouth.org/verify/CERT-1088542,true,false,false,Active,Improved from previous attempt,2024-06-25T00:00:00.000Z,2024-07-02T00:00:00.000Z
SCR-98862,STU-001969,CRT-018,2025-07-28,1,94.00,true,2025-08-06,2027-12-06,CERT-1088628,STF-0013,true,https://badges.betteryouth.org/verify/CERT-1088628,true,false,true,Active,Recommended for advanced certification,2024-09-19T00:00:00.000Z,2024-09-26T00:00:00.000Z
SCR-98864,STU-000316,CRT-019,2025-08-09,1,55.00,true,2025-08-15,2028-05-16,CERT-1088640,STF-0007,true,https://badges.betteryouth.org/verify/CERT-1088640,true,false,false,Active,,2024-10-01T00:00:00.000Z,2024-10-08T00:00:00.000Z
SCR-98864,STU-000362,CRT-013,2025-08-13,1,59.00,true,2025-08-21,2028-07-27,CERT-1088644,STF-0015,true,https://badges.betteryouth.org/verify/CERT-1088644,true,false,false,Active,Excellent performance,2024-10-05T00:00:00.000Z,2024-10-12T00:00:00.000Z
SCR-98867,STU-000654,CRT-015,2025-09-11,1,88.00,true,2025-09-21,null,CERT-1088673,STF-0044,true,https://badges.betteryouth.org/verify/CERT-1088673,false,false,false,Expired,Recommended for advanced certification,2024-11-03T00:00:00.000Z,2024-11-10T00:00:00.000Z
SCR-98868,STU-000405,CRT-007,2025-09-24,2,50.00,false,2025-09-30,2027-04-04,CERT-1088686,STF-0010,false,https://badges.betteryouth.org/verify/CERT-1088686,false,false,false,Revoked,First attempt success,2024-11-16T00:00:00.000Z,2024-11-23T00:00:00.000Z
SCR-98875,STU-001063,CRT-010,2025-11-29,1,65.00,true,2025-12-02,2027-01-30,CERT-1088752,STF-0015,true,https://badges.betteryouth.org/verify/CERT-1088752,true,false,false,Active,Improved from previous attempt,2025-01-21T00:00:00.000Z,2025-01-28T00:00:00.000Z
SCR-98879,STU-001133,CRT-017,2025-01-07,2,53.00,false,2025-01-20,null,CERT-1088791,STF-0017,false,https://badges.betteryouth.org/verify/CERT-1088791,false,false,false,Pending Renewal,First attempt success,2025-03-01T00:00:00.000Z,2025-03-08T00:00:00.000Z
SCR-98886,STU-000488,CRT-016,2025-03-21,1,75.00,true,2025-03-28,2027-07-31,CERT-1088864,STF-0033,true,https://badges.betteryouth.org/verify/CERT-1088864,true,false,false,Active,Excellent performance,2025-05-13T00:00:00.000Z,2025-05-20T00:00:00.000Z
SCR-98886,STU-000405,CRT-019,2025-03-25,1,79.00,true,2025-03-29,2027-08-15,CERT-1088868,STF-0006,true,https://badges.betteryouth.org/verify/CERT-1088868,true,false,false,Active,Recommended for advanced certification,2025-05-17T00:00:00.000Z,2025-05-24T00:00:00.000Z
SCR-98889,STU-001673,CRT-018,2025-04-19,2,53.00,false,2025-04-26,2027-04-07,CERT-1088893,STF-0006,false,https://badges.betteryouth.org/verify/CERT-1088893,false,false,false,Pending Renewal,Recommended for advanced certification,2025-06-11T00:00:00.000Z,2025-06-18T00:00:00.000Z
SCR-98902,STU-000596,CRT-011,2025-08-28,1,82.00,true,2025-09-03,2028-03-31,CERT-1089024,STF-0026,true,https://badges.betteryouth.org/verify/CERT-1089024,true,false,true,Active,Excellent performance,2025-10-20T00:00:00.000Z,2025-10-27T00:00:00.000Z
SCR-98909,STU-000169,CRT-007,2025-11-11,3,55.00,false,2025-11-20,2027-03-17,CERT-1089099,STF-0036,false,https://badges.betteryouth.org/verify/CERT-1089099,false,false,false,Pending Renewal,Excellent performance,2022-01-03T00:00:00.000Z,2022-01-10T00:00:00.000Z
SCR-98916,STU-000627,CRT-011,2025-01-12,1,66.00,true,2025-01-26,2026-06-13,CERT-1089161,STF-0027,true,https://badges.betteryouth.org/verify/CERT-1089161,true,false,false,Active,First attempt success,2022-03-06T00:00:00.000Z,2022-03-13T00:00:00.000Z
SCR-98917,STU-001885,CRT-006,2025-01-26,2,80.00,true,2025-02-05,null,CERT-1089175,STF-0022,true,https://badges.betteryouth.org/verify/CERT-1089175,false,false,false,Expired,,2022-03-20T00:00:00.000Z,2022-03-27T00:00:00.000Z
SCR-98932,STU-001360,CRT-005,2025-06-22,1,74.00,true,2025-07-06,null,CERT-1089322,STF-0042,true,https://badges.betteryouth.org/verify/CERT-1089322,true,false,true,Active,Improved from previous attempt,2022-08-14T00:00:00.000Z,2022-08-21T00:00:00.000Z
SCR-98937,STU-001254,CRT-013,2025-08-16,2,78.00,true,2025-08-28,2028-07-16,CERT-1089377,STF-0041,true,https://badges.betteryouth.org/verify/CERT-1089377,false,false,false,Expired,Improved from previous attempt,2022-10-08T00:00:00.000Z,2022-10-15T00:00:00.000Z
SCR-98938,STU-001063,CRT-016,2025-08-28,2,90.00,false,2025-09-06,2027-11-01,CERT-1089389,STF-0018,false,https://badges.betteryouth.org/verify/CERT-1089389,false,false,false,Pending Renewal,Excellent performance,2022-10-20T00:00:00.000Z,2022-10-27T00:00:00.000Z
SCR-98941,STU-000703,CRT-015,2025-09-27,1,69.00,true,2025-10-08,2028-09-15,CERT-1089419,STF-0017,true,https://badges.betteryouth.org/verify/CERT-1089419,true,true,true,Active,Excellent performance,2022-11-19T00:00:00.000Z,2022-11-26T00:00:00.000Z
SCR-98959,STU-001416,CRT-012,2025-03-23,3,93.00,false,2025-03-29,2028-02-29,CERT-1089596,STF-0033,false,https://badges.betteryouth.org/verify/CERT-1089596,false,false,false,Pending Renewal,First attempt success,2023-05-15T00:00:00.000Z,2023-05-22T00:00:00.000Z
SCR-98961,STU-000258,CRT-012,2025-04-12,1,62.00,true,2025-04-24,2026-11-03,CERT-1089616,STF-0026,true,https://badges.betteryouth.org/verify/CERT-1089616,true,true,true,Active,First attempt success,2023-06-04T00:00:00.000Z,2023-06-11T00:00:00.000Z
SCR-98965,STU-001198,CRT-003,2025-05-21,1,50.00,true,2025-05-29,2026-12-14,CERT-1089655,STF-0048,true,https://badges.betteryouth.org/verify/CERT-1089655,true,false,false,Active,,2023-07-13T00:00:00.000Z,2023-07-20T00:00:00.000Z
SCR-98977,STU-001673,CRT-019,2025-09-21,2,71.00,true,2025-09-29,2027-06-25,CERT-1089778,STF-0037,true,https://badges.betteryouth.org/verify/CERT-1089778,false,false,false,Expired,Recommended for advanced certification,2023-11-13T00:00:00.000Z,2023-11-20T00:00:00.000Z
SCR-98981,STU-001969,CRT-019,2025-10-25,1,54.00,true,2025-11-05,null,CERT-1089812,STF-0038,true,https://badges.betteryouth.org/verify/CERT-1089812,true,true,true,Active,Improved from previous attempt,2023-12-17T00:00:00.000Z,2023-12-24T00:00:00.000Z
SCR-98993,STU-001885,CRT-009,2025-02-20,1,70.00,true,2025-03-05,2027-07-22,CERT-1089930,STF-0025,true,https://badges.betteryouth.org/verify/CERT-1089930,true,false,false,Active,,2024-04-13T00:00:00.000Z,2024-04-20T00:00:00.000Z
SCR-98996,STU-001360,CRT-020,2025-03-27,1,54.00,true,2025-04-06,2027-09-18,CERT-1089965,STF-0047,true,https://badges.betteryouth.org/verify/CERT-1089965,true,false,false,Active,,2024-05-18T00:00:00.000Z,2024-05-25T00:00:00.000Z
SCR-98000,STU-001930,CRT-013,2025-12-10,1,88.00,true,2025-12-11,2027-09-09,CERT-1080003,STF-0024,true,https://badges.betteryouth.org/verify/CERT-1080003,true,true,true,Active,Recommended for advanced certification,2025-02-07T00:00:00.000Z,2025-02-14T00:00:00.000Z
SCR-98002,STU-001359,CRT-011,2025-12-27,1,54.00,true,2026-01-03,2027-03-10,CERT-1080020,STF-0028,true,https://badges.betteryouth.org/verify/CERT-1080020,true,false,true,Active,,2025-02-24T00:00:00.000Z,2025-03-03T00:00:00.000Z
SCR-98004,STU-001784,CRT-010,2025-01-19,1,77.00,true,2025-01-26,2026-11-19,CERT-1080043,STF-0046,true,https://badges.betteryouth.org/verify/CERT-1080043,true,false,false,Active,Recommended for advanced certification,2025-03-19T00:00:00.000Z,2025-03-26T00:00:00.000Z
SCR-98005,STU-000362,CRT-020,2025-01-29,1,87.00,true,2025-02-02,2027-09-13,CERT-1080053,STF-0034,true,https://badges.betteryouth.org/verify/CERT-1080053,true,false,false,Active,Recommended for advanced certification,2025-03-29T00:00:00.000Z,2025-04-05T00:00:00.000Z
SCR-98012,STU-000988,CRT-004,2025-04-13,1,59.00,true,2025-04-14,null,CERT-1080127,STF-0048,true,https://badges.betteryouth.org/verify/CERT-1080127,true,false,true,Active,Improved from previous attempt,2025-06-11T00:00:00.000Z,2025-06-18T00:00:00.000Z
SCR-98013,STU-001359,CRT-003,2025-04-19,1,65.00,true,2025-04-24,2027-09-07,CERT-1080133,STF-0003,true,https://badges.betteryouth.org/verify/CERT-1080133,true,false,false,Active,Recommended for advanced certification,2025-06-17T00:00:00.000Z,2025-06-24T00:00:00.000Z
SCR-98025,STU-000069,CRT-009,2025-08-23,1,89.00,true,2025-09-02,null,CERT-1080259,STF-0008,true,https://badges.betteryouth.org/verify/CERT-1080259,true,false,false,Active,Excellent performance,2025-10-21T00:00:00.000Z,2025-10-28T00:00:00.000Z
SCR-98027,STU-000694,CRT-005,2025-09-05,1,51.00,true,2025-09-10,2028-07-09,CERT-1080272,STF-0044,true,https://badges.betteryouth.org/verify/CERT-1080272,false,false,false,Expired,Improved from previous attempt,2025-11-03T00:00:00.000Z,2025-11-10T00:00:00.000Z
SCR-98038,STU-000866,CRT-013,2025-12-31,2,66.00,false,2026-01-01,2027-07-27,CERT-1080389,STF-0009,false,https://badges.betteryouth.org/verify/CERT-1080389,false,false,false,Pending Renewal,Excellent performance,2022-02-28T00:00:00.000Z,2022-03-07T00:00:00.000Z
SCR-98041,STU-001166,CRT-005,2025-01-28,1,94.00,true,2025-02-01,2026-11-19,CERT-1080417,STF-0009,true,https://badges.betteryouth.org/verify/CERT-1080417,true,true,true,Active,Improved from previous attempt,2022-03-28T00:00:00.000Z,2022-04-04T00:00:00.000Z
SCR-98043,STU-001176,CRT-020,2025-02-19,1,65.00,true,2025-02-22,2027-02-06,CERT-1080439,STF-0010,true,https://badges.betteryouth.org/verify/CERT-1080439,true,false,false,Active,Excellent performance,2022-04-19T00:00:00.000Z,2022-04-26T00:00:00.000Z
SCR-98053,STU-000988,CRT-007,2025-05-25,1,58.00,true,2025-05-26,2027-10-20,CERT-1080534,STF-0002,true,https://badges.betteryouth.org/verify/CERT-1080534,true,false,false,Active,Excellent performance,2022-07-23T00:00:00.000Z,2022-07-30T00:00:00.000Z
SCR-98054,STU-000988,CRT-001,2025-06-08,1,72.00,true,2025-06-14,null,CERT-1080548,STF-0010,true,https://badges.betteryouth.org/verify/CERT-1080548,true,false,false,Active,Recommended for advanced certification,2022-08-06T00:00:00.000Z,2022-08-13T00:00:00.000Z
SCR-98060,STU-000069,CRT-004,2025-08-01,1,75.00,true,2025-08-08,null,CERT-1080602,STF-0027,true,https://badges.betteryouth.org/verify/CERT-1080602,true,true,true,Active,Improved from previous attempt,2022-09-29T00:00:00.000Z,2022-10-06T00:00:00.000Z
SCR-98065,STU-000955,CRT-012,2025-09-21,1,75.00,true,2025-09-27,null,CERT-1080653,STF-0017,true,https://badges.betteryouth.org/verify/CERT-1080653,true,false,false,Active,Recommended for advanced certification,2022-11-19T00:00:00.000Z,2022-11-26T00:00:00.000Z
SCR-98065,STU-000703,CRT-015,2025-09-23,1,77.00,true,2025-10-04,null,CERT-1080655,STF-0033,true,https://badges.betteryouth.org/verify/CERT-1080655,true,false,false,Active,,2022-11-21T00:00:00.000Z,2022-11-28T00:00:00.000Z
SCR-98067,STU-001217,CRT-009,2025-10-16,2,100.00,true,2025-10-25,2028-04-11,CERT-1080678,STF-0029,true,https://badges.betteryouth.org/verify/CERT-1080678,false,false,false,Expired,Recommended for advanced certification,2022-12-14T00:00:00.000Z,2022-12-21T00:00:00.000Z
SCR-98072,STU-001217,CRT-019,2025-11-29,1,93.00,true,2025-12-06,2028-06-14,CERT-1080722,STF-0041,true,https://badges.betteryouth.org/verify/CERT-1080722,true,false,true,Active,Improved from previous attempt,2023-01-27T00:00:00.000Z,2023-02-03T00:00:00.000Z
SCR-98074,STU-001416,CRT-003,2025-12-19,1,62.00,true,2025-12-28,null,CERT-1080742,STF-0010,true,https://badges.betteryouth.org/verify/CERT-1080742,true,false,false,Active,Improved from previous attempt,2023-02-16T00:00:00.000Z,2023-02-23T00:00:00.000Z
SCR-98089,STU-001359,CRT-010,2025-05-18,2,59.00,false,2025-05-27,2028-03-30,CERT-1080892,STF-0035,false,https://badges.betteryouth.org/verify/CERT-1080892,false,false,false,Pending Renewal,Improved from previous attempt,2023-07-16T00:00:00.000Z,2023-07-23T00:00:00.000Z
SCR-98096,STU-001880,CRT-014,2025-07-27,1,78.00,true,2025-08-06,2026-09-22,CERT-1080962,STF-0040,true,https://badges.betteryouth.org/verify/CERT-1080962,true,false,false,Active,Improved from previous attempt,2023-09-24T00:00:00.000Z,2023-10-01T00:00:00.000Z
SCR-98104,STU-001586,CRT-005,2025-10-20,1,61.00,true,2025-10-23,2027-04-08,CERT-1081047,STF-0026,true,https://badges.betteryouth.org/verify/CERT-1081047,true,false,false,Active,Improved from previous attempt,2023-12-18T00:00:00.000Z,2023-12-25T00:00:00.000Z
SCR-98118,STU-001133,CRT-018,2025-03-03,2,93.00,false,2025-03-14,2027-03-22,CERT-1081181,STF-0003,true,https://badges.betteryouth.org/verify/CERT-1081181,false,false,false,Expired,First attempt success,2024-04-30T00:00:00.000Z,2024-05-07T00:00:00.000Z
SCR-98121,STU-001107,CRT-011,2025-04-10,1,80.00,true,2025-04-20,null,CERT-1081219,STF-0046,true,https://badges.betteryouth.org/verify/CERT-1081219,true,true,true,Active,Excellent performance,2024-06-07T00:00:00.000Z,2024-06-14T00:00:00.000Z
SCR-98124,STU-001254,CRT-018,2025-05-08,1,57.00,true,2025-05-14,null,CERT-1081247,STF-0042,true,https://badges.betteryouth.org/verify/CERT-1081247,true,false,false,Active,Improved from previous attempt,2024-07-05T00:00:00.000Z,2024-07-12T00:00:00.000Z
SCR-98125,STU-000069,CRT-005,2025-05-11,1,60.00,true,2025-05-12,2028-03-18,CERT-1081250,STF-0005,true,https://badges.betteryouth.org/verify/CERT-1081250,true,false,false,Active,,2024-07-08T00:00:00.000Z,2024-07-15T00:00:00.000Z
SCR-98134,STU-001880,CRT-008,2025-08-16,1,55.00,true,2025-08-21,null,CERT-1081347,STF-0023,true,https://badges.betteryouth.org/verify/CERT-1081347,true,false,false,Active,Improved from previous attempt,2024-10-13T00:00:00.000Z,2024-10-20T00:00:00.000Z
SCR-98136,STU-001229,CRT-014,2025-09-06,1,76.00,true,2025-09-16,2027-08-14,CERT-1081368,STF-0046,true,https://badges.betteryouth.org/verify/CERT-1081368,true,false,false,Active,Recommended for advanced certification,2024-11-03T00:00:00.000Z,2024-11-10T00:00:00.000Z
SCR-98138,STU-000488,CRT-001,2025-09-18,2,88.00,false,2025-09-20,2027-06-14,CERT-1081380,STF-0009,true,https://badges.betteryouth.org/verify/CERT-1081380,false,false,false,Expired,,2024-11-15T00:00:00.000Z,2024-11-22T00:00:00.000Z
SCR-98143,STU-000405,CRT-011,2025-11-09,1,89.00,true,2025-11-21,2028-10-08,CERT-1081432,STF-0030,true,https://badges.betteryouth.org/verify/CERT-1081432,true,false,false,Active,Improved from previous attempt,2025-01-06T00:00:00.000Z,2025-01-13T00:00:00.000Z
SCR-98144,STU-000405,CRT-002,2025-11-17,1,97.00,true,2025-12-01,2027-04-16,CERT-1081440,STF-0011,true,https://badges.betteryouth.org/verify/CERT-1081440,true,false,false,Active,,2025-01-14T00:00:00.000Z,2025-01-21T00:00:00.000Z
SCR-98146,STU-001586,CRT-016,2025-12-09,1,68.00,true,2025-12-18,null,CERT-1081462,STF-0015,true,https://badges.betteryouth.org/verify/CERT-1081462,true,false,false,Active,Improved from previous attempt,2025-02-05T00:00:00.000Z,2025-02-12T00:00:00.000Z
SCR-98151,STU-001847,CRT-019,2025-02-02,1,72.00,true,2025-02-09,2026-05-26,CERT-1081517,STF-0041,true,https://badges.betteryouth.org/verify/CERT-1081517,true,true,true,Active,Improved from previous attempt,2025-04-01T00:00:00.000Z,2025-04-08T00:00:00.000Z
SCR-98156,STU-001880,CRT-005,2025-03-24,1,71.00,true,2025-04-04,2028-03-26,CERT-1081567,STF-0002,true,https://badges.betteryouth.org/verify/CERT-1081567,true,false,false,Active,Improved from previous attempt,2025-05-21T00:00:00.000Z,2025-05-28T00:00:00.000Z
SCR-98165,STU-001254,CRT-006,2025-06-16,1,53.00,true,2025-06-19,null,CERT-1081651,STF-0003,true,https://badges.betteryouth.org/verify/CERT-1081651,true,false,false,Active,First attempt success,2025-08-13T00:00:00.000Z,2025-08-20T00:00:00.000Z
SCR-98165,STU-001359,CRT-010,2025-06-23,1,60.00,true,2025-07-02,2026-11-03,CERT-1081658,STF-0012,true,https://badges.betteryouth.org/verify/CERT-1081658,true,false,false,Active,Recommended for advanced certification,2025-08-20T00:00:00.000Z,2025-08-27T00:00:00.000Z
SCR-98171,STU-001229,CRT-005,2025-08-22,1,69.00,true,2025-08-25,2027-01-18,CERT-1081718,STF-0025,true,https://badges.betteryouth.org/verify/CERT-1081718,true,true,true,Active,Recommended for advanced certification,2025-10-19T00:00:00.000Z,2025-10-26T00:00:00.000Z
