outcome_id,student_id,metric_id,measurement_date,measurement_period,value,previous_value,target_value,target_met,improvement_from_baseline,percentile_rank,assessed_by_staff_id,assessment_method,confidence_level,supporting_evidence,context_notes,program_id,cohort_id,follow_up_required,intervention_recommended,data_quality_flag,created_at,updated_at
OUT-661685,STU-001524,MTR-028,2025-11-02,Q2 2024,34.00,34.00,61.00,false,16.00,86,STF-0031,Observation,Medium,Project Completion,Needs additional support,PRG-015,COH-2025,false,Counseling,Estimated,2025-03-08T00:00:00.000Z,2025-03-15T00:00:00.000Z
OUT-661726,STU-001676,MTR-021,2025-12-13,Q3 2025,75.00,null,51.00,true,-14.00,27,STF-0047,System Calculated,High,Attendance Records,Significant improvement,PRG-013,COH-2024,false,None,Valid,2025-04-18T00:00:00.000Z,2025-04-25T00:00:00.000Z
OUT-661784,STU-000753,MTR-019,2025-02-09,Q1 2025,32.00,32.00,58.00,false,44.00,85,STF-0021,Peer Review,Medium,Certification,Exceeded expectations,PRG-015,COH-2025,false,Counseling,Estimated,2025-06-15T00:00:00.000Z,2025-06-22T00:00:00.000Z
OUT-661827,STU-001239,MTR-011,2025-03-24,Q4 2023,75.00,null,50.00,true,16.00,28,STF-0022,External Assessment,High,Survey Response,External factors affected score,PRG-002,COH-2023,false,None,Valid,2025-07-28T00:00:00.000Z,2025-08-04T00:00:00.000Z
OUT-661954,STU-001916,MTR-022,2025-07-29,Q3 2025,0.00,0.00,75.00,true,1.00,55,STF-0036,System Calculated,Medium,Observation Notes,On track,PRG-015,COH-2024,false,None,Valid,2025-12-02T00:00:00.000Z,2025-12-09T00:00:00.000Z
OUT-661997,STU-000068,MTR-014,2025-09-10,Q2 2024,43.00,43.00,67.00,false,44.00,98,STF-0043,Observation,Low,Portfolio Review,,PRG-001,COH-2025,false,Program Change,Needs Review,2023-01-14T00:00:00.000Z,2023-01-21T00:00:00.000Z
OUT-662073,STU-000576,MTR-005,2025-11-25,Q2 2025,18.00,18.00,92.00,false,49.00,74,STF-0014,External Assessment,Medium,Observation Notes,On track,PRG-012,COH-2023,false,Mentorship,Valid,2023-03-31T00:00:00.000Z,2023-04-07T00:00:00.000Z
OUT-662147,STU-000047,MTR-014,2025-02-07,Q4 2025,92.00,92.00,64.00,true,-19.00,48,STF-0035,Observation,High,Project Completion,Needs additional support,PRG-013,COH-2025,false,None,Valid,2023-06-13T00:00:00.000Z,2023-06-20T00:00:00.000Z
OUT-662149,STU-000212,MTR-024,2025-02-09,Q2 2023,94.00,null,66.00,true,-17.00,50,STF-0049,Staff Evaluation,High,Survey Response,External factors affected score,PRG-003,COH-2024,false,None,Valid,2023-06-15T00:00:00.000Z,2023-06-22T00:00:00.000Z
OUT-662222,STU-000047,MTR-015,2025-04-23,Q3 2023,66.00,66.00,88.00,true,-15.00,23,STF-0009,Peer Review,High,Test Scores,First measurement,PRG-014,COH-2025,true,None,Valid,2023-08-27T00:00:00.000Z,2023-09-03T00:00:00.000Z
OUT-662235,STU-000912,MTR-010,2025-05-06,Q4 2023,79.00,null,50.00,true,-2.00,36,STF-0045,External Assessment,High,Portfolio Review,,PRG-001,COH-2023,false,None,Valid,2023-09-09T00:00:00.000Z,2023-09-16T00:00:00.000Z
OUT-662246,STU-000881,MTR-010,2025-05-17,Q3 2023,90.00,null,61.00,true,9.00,47,STF-0038,Peer Review,High,Certification,Exceeded expectations,PRG-002,COH-2025,false,None,Valid,2023-09-20T00:00:00.000Z,2023-09-27T00:00:00.000Z
OUT-662259,STU-001943,MTR-023,2025-05-30,Q4 2023,2.00,null,74.00,true,22.00,60,STF-0014,External Assessment,Medium,Project Completion,Needs additional support,PRG-015,COH-2023,false,None,Valid,2023-10-03T00:00:00.000Z,2023-10-10T00:00:00.000Z
OUT-662292,STU-000959,MTR-029,2025-07-02,Q1 2023,35.00,35.00,56.00,false,-16.00,93,STF-0016,Self-Assessment,Low,Test Scores,First measurement,PRG-004,COH-2023,false,Resource Provision,Incomplete,2023-11-05T00:00:00.000Z,2023-11-12T00:00:00.000Z
OUT-662399,STU-000641,MTR-024,2025-10-17,Q4 2025,41.00,null,61.00,false,20.00,100,STF-0050,Observation,Low,Project Completion,Needs additional support,PRG-003,COH-2025,false,Program Change,Needs Review,2024-02-20T00:00:00.000Z,2024-02-27T00:00:00.000Z
OUT-662404,STU-000641,MTR-018,2025-10-22,Q1 2024,46.00,null,66.00,true,25.00,5,STF-0023,System Calculated,High,Test Scores,First measurement,PRG-006,COH-2024,true,None,Valid,2024-02-25T00:00:00.000Z,2024-03-03T00:00:00.000Z
OUT-662431,STU-001635,MTR-029,2025-11-18,Q4 2024,73.00,73.00,93.00,true,-19.00,32,STF-0008,Staff Evaluation,High,Portfolio Review,,PRG-012,COH-2024,false,None,Valid,2024-03-23T00:00:00.000Z,2024-03-30T00:00:00.000Z
OUT-662479,STU-000047,MTR-029,2025-01-05,Q4 2024,20.00,20.00,90.00,false,29.00,80,STF-0030,Staff Evaluation,Medium,Observation Notes,On track,PRG-015,COH-2024,false,Mentorship,Valid,2024-05-10T00:00:00.000Z,2024-05-17T00:00:00.000Z
OUT-662559,STU-000842,MTR-027,2025-03-26,Q4 2023,100.00,100.00,68.00,true,38.00,60,STF-0006,External Assessment,Medium,Attendance Records,Significant improvement,PRG-015,COH-2023,false,None,Valid,2024-07-29T00:00:00.000Z,2024-08-05T00:00:00.000Z
OUT-662599,STU-000322,MTR-025,2025-05-05,Q4 2024,39.00,39.00,57.00,false,7.00,100,STF-0006,Staff Evaluation,Low,Portfolio Review,,PRG-010,COH-2024,false,Program Change,Needs Review,2024-09-07T00:00:00.000Z,2024-09-14T00:00:00.000Z
OUT-662602,STU-000047,MTR-014,2025-05-08,Q3 2025,42.00,42.00,60.00,true,10.00,3,STF-0025,System Calculated,High,Project Completion,Needs additional support,PRG-014,COH-2024,true,None,Valid,2024-09-10T00:00:00.000Z,2024-09-17T00:00:00.000Z
OUT-662664,STU-000057,MTR-013,2025-07-09,Q1 2023,3.00,3.00,71.00,true,1.00,65,STF-0037,Self-Assessment,Medium,Attendance Records,Significant improvement,PRG-007,COH-2023,false,Additional Tutoring,Valid,2024-11-11T00:00:00.000Z,2024-11-18T00:00:00.000Z
OUT-662911,STU-000969,MTR-021,2025-03-13,Q4 2024,48.00,null,63.00,true,35.00,12,STF-0002,Staff Evaluation,High,Certification,Exceeded expectations,PRG-002,COH-2024,true,None,Valid,2025-07-16T00:00:00.000Z,2025-07-23T00:00:00.000Z
OUT-662932,STU-001392,MTR-029,2025-04-03,Q1 2024,69.00,69.00,84.00,true,-15.00,33,STF-0041,System Calculated,High,Certification,Exceeded expectations,PRG-003,COH-2024,false,None,Valid,2025-08-06T00:00:00.000Z,2025-08-13T00:00:00.000Z
OUT-662937,STU-001239,MTR-025,2025-04-08,Q2 2025,74.00,null,89.00,true,-10.00,38,STF-0027,External Assessment,High,Attendance Records,Significant improvement,PRG-001,COH-2023,false,None,Valid,2025-08-11T00:00:00.000Z,2025-08-18T00:00:00.000Z
OUT-662955,STU-001083,MTR-029,2025-04-26,Q4 2023,92.00,null,56.00,true,8.00,56,STF-0049,External Assessment,Medium,Observation Notes,On track,PRG-010,COH-2023,false,None,Valid,2025-08-29T00:00:00.000Z,2025-09-05T00:00:00.000Z
OUT-662996,STU-001371,MTR-016,2025-06-06,Q1 2025,32.00,32.00,97.00,false,49.00,97,STF-0038,Peer Review,Low,Survey Response,External factors affected score,PRG-006,COH-2025,false,Program Change,Needs Review,2025-10-09T00:00:00.000Z,2025-10-16T00:00:00.000Z
OUT-663027,STU-000969,MTR-012,2025-07-07,Q4 2023,63.00,63.00,77.00,true,9.00,28,STF-0007,External Assessment,High,Test Scores,First measurement,PRG-001,COH-2023,false,None,Valid,2025-11-09T00:00:00.000Z,2025-11-16T00:00:00.000Z
OUT-663068,STU-000112,MTR-002,2025-08-17,Q1 2025,3.00,3.00,67.00,true,50.00,69,STF-0001,Peer Review,Medium,Portfolio Review,,PRG-011,COH-2025,false,Additional Tutoring,Valid,2025-12-20T00:00:00.000Z,2025-12-27T00:00:00.000Z
OUT-663164,STU-000259,MTR-023,2025-11-21,Q1 2025,99.00,null,61.00,true,4.00,65,STF-0035,Peer Review,Medium,Survey Response,External factors affected score,PRG-003,COH-2025,false,Additional Tutoring,Valid,2023-03-26T00:00:00.000Z,2023-04-02T00:00:00.000Z
OUT-663392,STU-000033,MTR-015,2025-07-07,Q1 2025,24.00,24.00,85.00,false,19.00,93,STF-0044,Peer Review,Low,Attendance Records,Significant improvement,PRG-007,COH-2025,false,Resource Provision,Incomplete,2023-11-09T00:00:00.000Z,2023-11-16T00:00:00.000Z
OUT-663409,STU-001526,MTR-028,2025-07-24,Q2 2023,41.00,41.00,51.00,true,36.00,10,STF-0013,Staff Evaluation,High,Survey Response,External factors affected score,PRG-013,COH-2024,true,None,Valid,2023-11-26T00:00:00.000Z,2023-12-03T00:00:00.000Z
OUT-663418,STU-000259,MTR-015,2025-08-02,Q3 2025,50.00,null,60.00,true,45.00,19,STF-0011,System Calculated,High,Portfolio Review,,PRG-012,COH-2024,true,None,Valid,2023-12-05T00:00:00.000Z,2023-12-12T00:00:00.000Z
OUT-663600,STU-001371,MTR-018,2025-01-31,Q1 2023,30.00,30.00,89.00,true,14.00,1,STF-0048,Self-Assessment,High,Portfolio Review,,PRG-006,COH-2023,true,None,Valid,2024-06-04T00:00:00.000Z,2024-06-11T00:00:00.000Z
OUT-663622,STU-001916,MTR-007,2025-02-22,Q3 2025,52.00,52.00,60.00,true,36.00,23,STF-0046,System Calculated,High,Test Scores,First measurement,PRG-002,COH-2024,true,None,Valid,2024-06-26T00:00:00.000Z,2024-07-03T00:00:00.000Z
OUT-663644,STU-001518,MTR-005,2025-03-16,Q1 2025,74.00,null,82.00,true,-13.00,45,STF-0009,Peer Review,High,Attendance Records,Significant improvement,PRG-002,COH-2025,false,None,Valid,2024-07-18T00:00:00.000Z,2024-07-25T00:00:00.000Z
OUT-663707,STU-000969,MTR-007,2025-05-18,Q4 2025,36.00,36.00,94.00,true,50.00,8,STF-0027,Observation,High,Attendance Records,Significant improvement,PRG-006,COH-2025,true,None,Valid,2024-09-19T00:00:00.000Z,2024-09-26T00:00:00.000Z
OUT-663738,STU-000608,MTR-009,2025-06-18,Q3 2024,67.00,null,74.00,true,10.00,39,STF-0019,Self-Assessment,High,Survey Response,External factors affected score,PRG-005,COH-2023,false,None,Valid,2024-10-20T00:00:00.000Z,2024-10-27T00:00:00.000Z
OUT-663871,STU-000219,MTR-003,2025-10-29,Q4 2024,99.00,99.00,54.00,false,1.00,72,STF-0018,Staff Evaluation,Medium,Survey Response,External factors affected score,PRG-005,COH-2024,false,Mentorship,Valid,2025-03-02T00:00:00.000Z,2025-03-09T00:00:00.000Z
OUT-663930,STU-000556,MTR-010,2025-12-27,Q3 2024,57.00,null,62.00,true,-11.00,31,STF-0019,Self-Assessment,High,Test Scores,First measurement,PRG-013,COH-2023,false,None,Valid,2025-04-30T00:00:00.000Z,2025-05-07T00:00:00.000Z
OUT-663966,STU-000842,MTR-009,2025-02-01,Q3 2024,93.00,93.00,98.00,true,25.00,67,STF-0011,Self-Assessment,Medium,Attendance Records,Significant improvement,PRG-010,COH-2023,false,Additional Tutoring,Valid,2025-06-05T00:00:00.000Z,2025-06-12T00:00:00.000Z
OUT-663975,STU-000556,MTR-009,2025-02-10,Q4 2023,1.00,null,56.00,false,34.00,76,STF-0032,External Assessment,Medium,Certification,Exceeded expectations,PRG-001,COH-2023,false,Mentorship,Valid,2025-06-14T00:00:00.000Z,2025-06-21T00:00:00.000Z
OUT-663990,STU-000219,MTR-003,2025-02-25,Q3 2024,16.00,null,71.00,false,49.00,91,STF-0047,Self-Assessment,Low,Survey Response,External factors affected score,PRG-008,COH-2023,false,Resource Provision,Incomplete,2025-06-29T00:00:00.000Z,2025-07-06T00:00:00.000Z
OUT-664012,STU-001797,MTR-017,2025-03-19,Q1 2024,38.00,null,93.00,true,0.00,13,STF-0049,System Calculated,High,Observation Notes,On track,PRG-012,COH-2024,true,None,Valid,2025-07-21T00:00:00.000Z,2025-07-28T00:00:00.000Z
OUT-664125,STU-000881,MTR-005,2025-07-10,Q2 2025,50.00,50.00,53.00,true,42.00,26,STF-0039,External Assessment,High,Portfolio Review,,PRG-011,COH-2023,false,None,Valid,2025-11-11T00:00:00.000Z,2025-11-18T00:00:00.000Z
OUT-664187,STU-000842,MTR-027,2025-09-10,Q4 2025,11.00,11.00,64.00,false,33.00,88,STF-0005,Observation,Medium,Observation Notes,On track,PRG-012,COH-2025,false,Counseling,Estimated,2023-01-12T00:00:00.000Z,2023-01-19T00:00:00.000Z
OUT-664217,STU-001443,MTR-022,2025-10-10,Q2 2024,41.00,41.00,94.00,true,-8.00,18,STF-0045,Observation,High,Test Scores,First measurement,PRG-014,COH-2025,true,None,Valid,2023-02-11T00:00:00.000Z,2023-02-18T00:00:00.000Z
OUT-664360,STU-001239,MTR-023,2025-03-02,Q1 2024,83.00,83.00,84.00,true,-7.00,61,STF-0024,System Calculated,Medium,Certification,Exceeded expectations,PRG-007,COH-2024,false,Additional Tutoring,Valid,2023-07-04T00:00:00.000Z,2023-07-11T00:00:00.000Z
OUT-664385,STU-001257,MTR-006,2025-03-27,Q2 2024,7.00,7.00,58.00,false,18.00,86,STF-0028,Observation,Medium,Test Scores,First measurement,PRG-004,COH-2025,false,Counseling,Estimated,2023-07-29T00:00:00.000Z,2023-08-05T00:00:00.000Z
OUT-664445,STU-000033,MTR-004,2025-05-26,Q2 2024,67.00,null,67.00,true,7.00,46,STF-0039,Observation,High,Survey Response,External factors affected score,PRG-003,COH-2025,false,None,Valid,2023-09-27T00:00:00.000Z,2023-10-04T00:00:00.000Z
OUT-664528,STU-001916,MTR-003,2025-08-17,Q1 2024,49.00,49.00,99.00,true,19.00,29,STF-0038,System Calculated,High,Certification,Exceeded expectations,PRG-001,COH-2024,false,None,Valid,2023-12-19T00:00:00.000Z,2023-12-26T00:00:00.000Z
OUT-664534,STU-000212,MTR-029,2025-08-23,Q3 2025,55.00,null,54.00,true,25.00,35,STF-0022,System Calculated,High,Project Completion,Needs additional support,PRG-010,COH-2024,false,None,Valid,2023-12-25T00:00:00.000Z,2024-01-01T00:00:00.000Z
OUT-664576,STU-001670,MTR-001,2025-10-04,Q1 2024,97.00,97.00,96.00,false,-4.00,77,STF-0041,System Calculated,Medium,Project Completion,Needs additional support,PRG-008,COH-2024,false,Mentorship,Valid,2024-02-05T00:00:00.000Z,2024-02-12T00:00:00.000Z
OUT-664583,STU-001239,MTR-008,2025-10-11,Q4 2025,3.00,3.00,52.00,false,3.00,84,STF-0037,Observation,Medium,Project Completion,Needs additional support,PRG-011,COH-2025,false,Counseling,Estimated,2024-02-12T00:00:00.000Z,2024-02-19T00:00:00.000Z
OUT-664588,STU-000299,MTR-025,2025-10-16,Q1 2024,8.00,null,57.00,false,8.00,89,STF-0012,System Calculated,Medium,Test Scores,First measurement,PRG-011,COH-2024,false,Resource Provision,Estimated,2024-02-17T00:00:00.000Z,2024-02-24T00:00:00.000Z
OUT-664620,STU-000112,MTR-025,2025-11-17,Q1 2023,40.00,40.00,89.00,true,40.00,21,STF-0034,Self-Assessment,High,Survey Response,External factors affected score,PRG-010,COH-2023,true,None,Valid,2024-03-20T00:00:00.000Z,2024-03-27T00:00:00.000Z
OUT-664664,STU-000881,MTR-021,2025-12-31,Q1 2025,84.00,84.00,82.00,true,13.00,65,STF-0027,Peer Review,Medium,Portfolio Review,,PRG-014,COH-2025,false,Additional Tutoring,Valid,2024-05-03T00:00:00.000Z,2024-05-10T00:00:00.000Z
OUT-664732,STU-000482,MTR-016,2025-03-09,Q1 2024,51.00,null,99.00,true,10.00,33,STF-0033,System Calculated,High,Survey Response,External factors affected score,PRG-001,COH-2024,false,None,Valid,2024-07-10T00:00:00.000Z,2024-07-17T00:00:00.000Z
OUT-664745,STU-001867,MTR-022,2025-03-22,Q2 2024,64.00,null,61.00,true,23.00,46,STF-0045,Observation,High,Certification,Exceeded expectations,PRG-008,COH-2025,false,None,Valid,2024-07-23T00:00:00.000Z,2024-07-30T00:00:00.000Z
OUT-664757,STU-000219,MTR-028,2025-04-03,Q2 2024,76.00,76.00,73.00,true,35.00,58,STF-0045,Observation,Medium,Attendance Records,Significant improvement,PRG-008,COH-2025,false,None,Valid,2024-08-04T00:00:00.000Z,2024-08-11T00:00:00.000Z
OUT-664789,STU-000454,MTR-009,2025-05-05,Q2 2023,7.00,null,54.00,false,-4.00,90,STF-0019,Staff Evaluation,Medium,Observation Notes,On track,PRG-012,COH-2024,false,Resource Provision,Estimated,2024-09-05T00:00:00.000Z,2024-09-12T00:00:00.000Z
OUT-664813,STU-000057,MTR-018,2025-05-29,Q2 2023,31.00,31.00,78.00,true,20.00,14,STF-0025,Staff Evaluation,High,Attendance Records,Significant improvement,PRG-008,COH-2024,true,None,Valid,2024-09-29T00:00:00.000Z,2024-10-06T00:00:00.000Z
OUT-664814,STU-000912,MTR-009,2025-05-30,Q3 2023,32.00,32.00,79.00,true,21.00,15,STF-0002,Peer Review,High,Project Completion,Needs additional support,PRG-009,COH-2025,true,None,Valid,2024-09-30T00:00:00.000Z,2024-10-07T00:00:00.000Z
OUT-664943,STU-000068,MTR-026,2025-10-06,Q4 2025,60.00,60.00,55.00,true,8.00,44,STF-0024,Observation,High,Observation Notes,On track,PRG-015,COH-2025,false,None,Valid,2025-02-06T00:00:00.000Z,2025-02-13T00:00:00.000Z
OUT-664993,STU-001974,MTR-030,2025-11-25,Q2 2023,9.00,null,54.00,false,-13.00,94,STF-0014,Staff Evaluation,Low,Portfolio Review,,PRG-004,COH-2024,false,Resource Provision,Incomplete,2025-03-28T00:00:00.000Z,2025-04-04T00:00:00.000Z
OUT-885031,STU-001998,MTR-016,2025-09-29,Q4 2024,69.00,null,78.00,true,-4.00,32,STF-0012,Staff Evaluation,High,Portfolio Review,,PRG-012,COH-2024,false,None,Valid,2024-07-13T00:00:00.000Z,2024-07-20T00:00:00.000Z
OUT-885046,STU-000047,MTR-004,2025-10-14,Q3 2025,84.00,84.00,93.00,true,11.00,47,STF-0007,System Calculated,High,Test Scores,First measurement,PRG-012,COH-2024,false,None,Valid,2024-07-28T00:00:00.000Z,2024-08-04T00:00:00.000Z
OUT-885079,STU-001797,MTR-012,2025-11-16,Q4 2024,16.00,null,75.00,false,44.00,80,STF-0034,Staff Evaluation,Medium,Observation Notes,On track,PRG-009,COH-2024,false,Mentorship,Valid,2024-08-30T00:00:00.000Z,2024-09-06T00:00:00.000Z
OUT-885098,STU-000454,MTR-005,2025-12-05,Q3 2023,35.00,35.00,94.00,false,-8.00,99,STF-0002,Peer Review,Low,Certification,Exceeded expectations,PRG-012,COH-2025,false,Program Change,Needs Review,2024-09-18T00:00:00.000Z,2024-09-25T00:00:00.000Z
OUT-885151,STU-000068,MTR-017,2025-01-27,Q4 2024,88.00,88.00,96.00,true,45.00,52,STF-0015,Staff Evaluation,Medium,Test Scores,First measurement,PRG-003,COH-2024,false,None,Valid,2024-11-10T00:00:00.000Z,2024-11-17T00:00:00.000Z
OUT-885188,STU-001518,MTR-024,2025-03-05,Q1 2025,24.00,24.00,82.00,false,11.00,89,STF-0046,Peer Review,Medium,Project Completion,Needs additional support,PRG-008,COH-2025,false,Resource Provision,Estimated,2024-12-17T00:00:00.000Z,2024-12-24T00:00:00.000Z
OUT-885229,STU-000948,MTR-022,2025-04-15,Q2 2023,65.00,65.00,72.00,true,-19.00,30,STF-0019,Staff Evaluation,High,Attendance Records,Significant improvement,PRG-015,COH-2024,false,None,Valid,2025-01-27T00:00:00.000Z,2025-02-03T00:00:00.000Z
OUT-885273,STU-001635,MTR-004,2025-05-29,Q2 2025,8.00,8.00,65.00,false,25.00,74,STF-0045,External Assessment,Medium,Certification,Exceeded expectations,PRG-007,COH-2023,false,Mentorship,Valid,2025-03-12T00:00:00.000Z,2025-03-19T00:00:00.000Z
OUT-885281,STU-000212,MTR-022,2025-06-06,Q2 2024,16.00,16.00,73.00,false,33.00,82,STF-0050,Observation,Medium,Survey Response,External factors affected score,PRG-009,COH-2025,false,Counseling,Estimated,2025-03-20T00:00:00.000Z,2025-03-27T00:00:00.000Z
OUT-885288,STU-000322,MTR-013,2025-06-13,Q1 2023,23.00,23.00,80.00,false,40.00,89,STF-0034,Self-Assessment,Medium,Survey Response,External factors affected score,PRG-005,COH-2023,false,Resource Provision,Estimated,2025-03-27T00:00:00.000Z,2025-04-03T00:00:00.000Z
OUT-885339,STU-000212,MTR-002,2025-08-03,Q4 2023,74.00,74.00,80.00,true,20.00,40,STF-0035,External Assessment,High,Portfolio Review,,PRG-001,COH-2023,false,None,Valid,2025-05-17T00:00:00.000Z,2025-05-24T00:00:00.000Z
OUT-885344,STU-000912,MTR-012,2025-08-08,Q1 2025,79.00,79.00,85.00,true,25.00,45,STF-0026,Peer Review,High,Survey Response,External factors affected score,PRG-015,COH-2025,false,None,Valid,2025-05-22T00:00:00.000Z,2025-05-29T00:00:00.000Z
OUT-885351,STU-000068,MTR-007,2025-08-15,Q4 2023,86.00,86.00,92.00,true,32.00,52,STF-0004,External Assessment,Medium,Survey Response,External factors affected score,PRG-004,COH-2023,false,None,Valid,2025-05-29T00:00:00.000Z,2025-06-05T00:00:00.000Z
OUT-885515,STU-001443,MTR-014,2025-01-26,Q4 2025,48.00,48.00,52.00,true,-17.00,16,STF-0028,Observation,High,Test Scores,First measurement,PRG-015,COH-2025,true,None,Valid,2025-11-09T00:00:00.000Z,2025-11-16T00:00:00.000Z
OUT-885533,STU-000959,MTR-007,2025-02-13,Q2 2024,66.00,null,70.00,true,1.00,34,STF-0010,Observation,High,Survey Response,External factors affected score,PRG-002,COH-2025,false,None,Valid,2025-11-27T00:00:00.000Z,2025-12-04T00:00:00.000Z
OUT-885538,STU-001855,MTR-006,2025-02-18,Q3 2025,71.00,null,75.00,true,6.00,39,STF-0033,System Calculated,High,Project Completion,Needs additional support,PRG-006,COH-2024,false,None,Valid,2025-12-02T00:00:00.000Z,2025-12-09T00:00:00.000Z
OUT-885625,STU-000753,MTR-018,2025-05-16,Q2 2023,57.00,null,60.00,true,22.00,26,STF-0001,Staff Evaluation,High,Observation Notes,On track,PRG-007,COH-2024,false,None,Valid,2023-02-27T00:00:00.000Z,2023-03-06T00:00:00.000Z
OUT-885656,STU-000959,MTR-013,2025-06-16,Q1 2025,88.00,88.00,91.00,true,-18.00,57,STF-0038,Peer Review,Medium,Attendance Records,Significant improvement,PRG-009,COH-2025,false,None,Valid,2023-03-30T00:00:00.000Z,2023-04-06T00:00:00.000Z
OUT-885747,STU-001200,MTR-010,2025-09-15,Q4 2023,78.00,null,80.00,true,2.00,48,STF-0026,External Assessment,High,Attendance Records,Significant improvement,PRG-015,COH-2023,false,None,Valid,2023-06-29T00:00:00.000Z,2023-07-06T00:00:00.000Z
OUT-885808,STU-000033,MTR-007,2025-11-15,Q1 2024,38.00,38.00,90.00,true,-8.00,9,STF-0008,System Calculated,High,Portfolio Review,,PRG-010,COH-2024,true,None,Valid,2023-08-29T00:00:00.000Z,2023-09-05T00:00:00.000Z
OUT-885908,STU-001200,MTR-019,2025-02-23,Q1 2025,37.00,null,88.00,true,21.00,9,STF-0027,Peer Review,High,Attendance Records,Significant improvement,PRG-001,COH-2025,true,None,Valid,2023-12-07T00:00:00.000Z,2023-12-14T00:00:00.000Z
OUT-885980,STU-000881,MTR-010,2025-05-06,Q1 2025,8.00,8.00,58.00,false,22.00,81,STF-0025,Peer Review,Medium,Certification,Exceeded expectations,PRG-014,COH-2025,false,Counseling,Estimated,2024-02-17T00:00:00.000Z,2024-02-24T00:00:00.000Z
OUT-886126,STU-000959,MTR-029,2025-09-29,Q3 2025,53.00,null,51.00,true,26.00,27,STF-0046,System Calculated,High,Project Completion,Needs additional support,PRG-008,COH-2024,false,None,Valid,2024-07-12T00:00:00.000Z,2024-07-19T00:00:00.000Z
OUT-886156,STU-000454,MTR-029,2025-10-29,Q1 2024,83.00,null,81.00,true,-15.00,57,STF-0036,System Calculated,Medium,Survey Response,External factors affected score,PRG-014,COH-2024,false,None,Valid,2024-08-11T00:00:00.000Z,2024-08-18T00:00:00.000Z
OUT-886166,STU-001974,MTR-002,2025-11-08,Q3 2023,93.00,93.00,91.00,true,-5.00,67,STF-0049,Peer Review,Medium,Test Scores,First measurement,PRG-009,COH-2025,false,Additional Tutoring,Valid,2024-08-21T00:00:00.000Z,2024-08-28T00:00:00.000Z
